PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:27,1,0 - 2,2
11:10,1,2 - 2,TIE
10:52,1,2 - 5,3
10:07,1,4 - 5,1
8:50,1,6 - 5,-1
8:27,1,9 - 5,-4
7:48,1,11 - 5,-6
7:13,1,11 - 7,-4
6:36,1,13 - 7,-6
5:58,1,15 - 7,-8
4:47,1,15 - 10,-5
3:10,1,18 - 10,-8
3:10,1,19 - 10,-9
2:18,1,20 - 10,-10
2:18,1,21 - 10,-11
1:53,1,21 - 13,-8
1:34,1,24 - 13,-11
1:19,1,24 - 15,-9
0:49,1,24 - 16,-8
0:09,1,24 - 19,-5
0:02,1,26 - 19,-7
0:00,1,26 - 19,-7
12:00,2,26 - 19,-7
11:45,2,26 - 20,-6
11:45,2,26 - 21,-5
10:56,2,28 - 21,-7
9:51,2,30 - 21,-9
9:34,2,30 - 22,-8
9:20,2,32 - 22,-10
8:49,2,33 - 22,-11
8:32,2,33 - 25,-8
8:14,2,36 - 25,-11
7:52,2,36 - 28,-8
7:30,2,39 - 28,-11
7:08,2,39 - 31,-8
6:41,2,39 - 34,-5
5:35,2,39 - 36,-3
4:45,2,42 - 36,-6
4:29,2,42 - 38,-4
3:42,2,45 - 38,-7
2:31,2,48 - 38,-10
1:56,2,50 - 38,-12
1:30,2,52 - 38,-14
0:03,2,54 - 38,-16
0:00,2,54 - 38,-16
12:00,3,54 - 38,-16
11:46,3,54 - 39,-15
11:46,3,54 - 40,-14
11:33,3,55 - 40,-15
10:46,3,55 - 42,-13
9:45,3,57 - 42,-15
8:58,3,57 - 44,-13
8:31,3,57 - 46,-11
7:58,3,57 - 48,-9
7:46,3,60 - 48,-12
7:29,3,60 - 51,-9
7:13,3,61 - 51,-10
6:26,3,61 - 54,-7
6:01,3,61 - 55,-6
6:01,3,61 - 56,-5
5:35,3,61 - 58,-3
5:03,3,61 - 60,-1
4:23,3,63 - 60,-3
4:08,3,63 - 61,-2
4:08,3,63 - 62,-1
3:54,3,65 - 62,-3
3:31,3,65 - 64,-1
2:45,3,67 - 64,-3
2:45,3,68 - 64,-4
2:31,3,68 - 67,-1
1:25,3,71 - 67,-4
1:19,3,71 - 67,-4
1:19,3,72 - 67,-5
1:19,3,73 - 67,-6
1:07,3,73 - 68,-5
1:07,3,73 - 69,-4
0:00,3,73 - 69,-4
12:00,4,73 - 69,-4
11:43,4,75 - 69,-6
11:14,4,75 - 71,-4
10:33,4,75 - 73,-2
9:16,4,75 - 75,TIE
8:45,4,78 - 75,-3
8:08,4,80 - 75,-5
7:18,4,81 - 75,-6
6:58,4,81 - 77,-4
6:39,4,83 - 77,-6
5:55,4,83 - 79,-4
5:37,4,85 - 79,-6
4:18,4,85 - 82,-3
3:35,4,85 - 85,TIE
2:56,4,85 - 88,3
2:02,4,85 - 90,5
1:37,4,88 - 90,2
1:16,4,88 - 90,2
1:13,4,88 - 93,5
1:05,4,91 - 93,2
0:35,4,93 - 93,TIE
0:14,4,93 - 95,2
0:07,4,95 - 95,TIE
0:07,4,96 - 95,-1
0:01,4,96 - 97,1
0:00,4,96 - 97,1
0:00,4,96 - 97,1
