PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:41,1,2 - 0,-2
10:31,1,2 - 1,-1
10:31,1,2 - 2,TIE
10:11,1,4 - 2,-2
9:31,1,4 - 5,1
9:03,1,4 - 6,2
9:03,1,4 - 7,3
9:03,1,4 - 8,4
8:51,1,6 - 8,2
6:58,1,6 - 10,4
6:41,1,8 - 10,2
6:17,1,10 - 10,TIE
5:13,1,13 - 10,-3
4:28,1,13 - 13,TIE
3:59,1,13 - 16,3
3:38,1,15 - 16,1
3:05,1,15 - 18,3
2:50,1,17 - 18,1
2:32,1,17 - 20,3
2:32,1,17 - 21,4
1:20,1,17 - 23,6
0:56,1,19 - 23,4
0:03,1,19 - 25,6
0:03,1,19 - 26,7
0:00,1,19 - 26,7
12:00,2,19 - 26,7
10:53,2,19 - 28,9
10:06,2,19 - 30,11
9:39,2,22 - 30,8
9:09,2,24 - 30,6
7:59,2,26 - 30,4
6:43,2,26 - 31,5
6:43,2,26 - 32,6
6:23,2,28 - 32,4
6:12,2,28 - 34,6
5:56,2,30 - 34,4
5:56,2,31 - 34,3
5:44,2,31 - 37,6
5:18,2,33 - 37,4
5:00,2,33 - 39,6
4:34,2,36 - 39,3
3:13,2,36 - 42,6
2:55,2,39 - 42,3
2:35,2,39 - 42,3
2:29,2,39 - 43,4
2:29,2,39 - 44,5
2:05,2,41 - 44,3
1:23,2,42 - 44,2
1:23,2,43 - 44,1
0:00,2,43 - 44,1
12:00,3,43 - 44,1
11:21,3,44 - 44,TIE
11:21,3,45 - 44,-1
10:51,3,46 - 44,-2
10:51,3,47 - 44,-3
10:36,3,47 - 46,-1
9:42,3,50 - 46,-4
9:25,3,53 - 46,-7
8:48,3,55 - 46,-9
8:48,3,56 - 46,-10
8:10,3,58 - 46,-12
7:05,3,58 - 49,-9
6:49,3,60 - 49,-11
6:29,3,62 - 49,-13
6:02,3,65 - 49,-16
5:39,3,67 - 49,-18
5:26,3,67 - 52,-15
5:04,3,70 - 52,-18
4:26,3,70 - 53,-17
4:26,3,70 - 54,-16
4:01,3,71 - 54,-17
4:01,3,72 - 54,-18
3:16,3,72 - 57,-15
2:48,3,74 - 57,-17
2:32,3,74 - 59,-15
1:29,3,74 - 61,-13
1:13,3,75 - 61,-14
1:13,3,76 - 61,-15
1:13,3,77 - 61,-16
0:33,3,79 - 61,-18
0:02,3,81 - 61,-20
0:00,3,81 - 62,-19
0:00,3,81 - 63,-18
0:00,3,81 - 63,-18
12:00,4,81 - 63,-18
11:33,4,83 - 63,-20
11:17,4,83 - 65,-18
10:57,4,86 - 65,-21
10:26,4,89 - 65,-24
10:07,4,89 - 68,-21
9:13,4,90 - 68,-22
9:13,4,91 - 68,-23
8:35,4,93 - 68,-25
7:26,4,93 - 70,-23
6:41,4,93 - 72,-21
6:10,4,93 - 74,-19
5:59,4,94 - 74,-20
5:52,4,94 - 76,-18
5:30,4,96 - 76,-20
5:06,4,96 - 78,-18
5:06,4,96 - 79,-17
4:13,4,96 - 81,-15
3:57,4,97 - 81,-16
3:45,4,97 - 83,-14
3:04,4,100 - 83,-17
2:53,4,100 - 84,-16
2:53,4,100 - 85,-15
2:53,4,100 - 86,-14
2:37,4,100 - 88,-12
2:17,4,102 - 88,-14
2:05,4,102 - 89,-13
2:05,4,102 - 90,-12
1:52,4,104 - 90,-14
1:52,4,105 - 90,-15
1:42,4,105 - 92,-13
1:39,4,106 - 92,-14
1:39,4,107 - 92,-15
1:34,4,107 - 94,-13
1:13,4,110 - 94,-16
1:07,4,110 - 96,-14
0:50,4,113 - 96,-17
0:25,4,115 - 96,-19
0:00,4,115 - 96,-19
