PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:57,1,0 - 2,2
10:11,1,0 - 3,3
10:11,1,0 - 4,4
8:13,1,0 - 6,6
7:07,1,0 - 8,8
6:48,1,3 - 8,5
6:48,1,4 - 8,4
6:25,1,6 - 8,2
5:17,1,7 - 8,1
4:52,1,7 - 10,3
4:26,1,9 - 10,1
3:55,1,11 - 10,-1
3:42,1,11 - 12,1
2:55,1,11 - 14,3
2:39,1,13 - 14,1
2:27,1,13 - 16,3
1:47,1,15 - 16,1
1:34,1,15 - 19,4
1:16,1,17 - 19,2
0:48,1,19 - 19,TIE
0:08,1,20 - 19,-1
0:00,1,20 - 19,-1
12:00,2,20 - 19,-1
11:38,2,20 - 21,1
11:11,2,22 - 21,-1
10:50,2,22 - 24,2
10:33,2,23 - 24,1
9:40,2,23 - 26,3
9:40,2,23 - 27,4
9:09,2,23 - 29,6
8:15,2,24 - 29,5
8:15,2,25 - 29,4
7:53,2,25 - 31,6
7:46,2,27 - 31,4
7:32,2,27 - 34,7
6:36,2,30 - 34,4
5:44,2,32 - 34,2
5:14,2,34 - 34,TIE
4:21,2,34 - 37,3
3:06,2,34 - 39,5
3:06,2,34 - 40,6
2:52,2,36 - 40,4
2:36,2,36 - 42,6
1:17,2,38 - 42,4
0:50,2,40 - 42,2
0:50,2,41 - 42,1
0:00,2,41 - 42,1
0:00,2,41 - 42,1
12:00,3,41 - 42,1
11:13,3,41 - 45,4
10:45,3,43 - 45,2
10:29,3,43 - 48,5
9:47,3,45 - 48,3
8:44,3,47 - 48,1
8:18,3,49 - 48,-1
8:03,3,49 - 51,2
7:48,3,51 - 51,TIE
6:45,3,51 - 53,2
6:21,3,51 - 55,4
6:07,3,53 - 55,2
5:51,3,53 - 57,4
5:39,3,54 - 57,3
5:27,3,54 - 58,4
5:27,3,54 - 59,5
4:46,3,55 - 59,4
4:46,3,56 - 59,3
4:14,3,56 - 61,5
3:51,3,57 - 61,4
3:51,3,58 - 61,3
3:05,3,60 - 61,1
2:49,3,60 - 64,4
2:17,3,60 - 66,6
2:03,3,61 - 66,5
1:54,3,61 - 68,7
1:28,3,63 - 68,5
1:08,3,63 - 71,8
1:08,3,63 - 72,9
0:32,3,63 - 74,11
0:00,3,63 - 74,11
12:00,4,63 - 74,11
10:59,4,63 - 76,13
10:34,4,63 - 78,15
10:34,4,63 - 79,16
10:05,4,63 - 82,19
9:33,4,63 - 84,21
9:01,4,63 - 86,23
8:31,4,65 - 86,21
8:31,4,66 - 86,20
8:17,4,66 - 88,22
7:56,4,69 - 88,19
7:39,4,69 - 91,22
5:36,4,69 - 92,23
5:36,4,69 - 93,24
5:08,4,69 - 94,25
5:08,4,69 - 95,26
4:58,4,71 - 95,24
4:36,4,73 - 95,22
4:15,4,74 - 95,21
3:55,4,75 - 95,20
3:37,4,75 - 98,23
3:20,4,77 - 98,21
2:53,4,77 - 100,23
2:44,4,79 - 100,21
2:28,4,79 - 102,23
2:08,4,81 - 102,21
1:43,4,83 - 102,19
1:20,4,84 - 102,18
1:20,4,85 - 102,17
0:55,4,86 - 102,16
0:55,4,87 - 102,15
0:47,4,87 - 104,17
0:37,4,90 - 104,14
0:00,4,90 - 104,14
