PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:32,1,0 - 2,2
10:05,1,2 - 2,TIE
9:39,1,2 - 5,3
9:09,1,2 - 6,4
9:09,1,2 - 7,5
8:52,1,5 - 7,2
8:52,1,6 - 7,1
8:11,1,6 - 9,3
7:29,1,6 - 11,5
6:56,1,6 - 13,7
6:37,1,9 - 13,4
6:17,1,9 - 15,6
4:33,1,9 - 17,8
4:17,1,11 - 17,6
3:50,1,12 - 17,5
2:04,1,12 - 20,8
1:21,1,13 - 20,7
1:21,1,14 - 20,6
1:01,1,14 - 21,7
1:01,1,14 - 22,8
0:43,1,17 - 22,5
0:23,1,19 - 22,3
0:00,1,19 - 22,3
12:00,2,19 - 22,3
11:49,2,20 - 22,2
11:01,2,20 - 24,4
10:51,2,23 - 24,1
10:15,2,23 - 27,4
10:02,2,24 - 27,3
10:02,2,25 - 27,2
9:44,2,25 - 29,4
9:18,2,25 - 32,7
9:11,2,27 - 32,5
8:44,2,29 - 32,3
8:17,2,29 - 35,6
7:07,2,31 - 35,4
5:55,2,32 - 35,3
5:55,2,33 - 35,2
4:45,2,35 - 35,TIE
4:28,2,35 - 37,2
3:18,2,37 - 37,TIE
2:51,2,37 - 39,2
2:21,2,37 - 41,4
2:10,2,40 - 41,1
1:51,2,40 - 43,3
1:39,2,43 - 43,TIE
1:21,2,43 - 45,2
0:56,2,45 - 45,TIE
0:27,2,45 - 46,1
0:27,2,45 - 47,2
0:03,2,47 - 47,TIE
0:00,2,47 - 47,TIE
12:00,3,47 - 47,TIE
11:44,3,50 - 47,-3
11:08,3,53 - 47,-6
10:53,3,53 - 49,-4
10:45,3,54 - 49,-5
10:45,3,55 - 49,-6
10:00,3,57 - 49,-8
9:17,3,59 - 49,-10
8:55,3,62 - 49,-13
7:20,3,62 - 51,-11
6:55,3,64 - 51,-13
6:30,3,67 - 51,-16
5:52,3,67 - 52,-15
5:52,3,67 - 53,-14
3:56,3,69 - 53,-16
3:38,3,69 - 54,-15
3:38,3,69 - 55,-14
3:20,3,72 - 55,-17
1:40,3,74 - 55,-19
1:29,3,74 - 57,-17
1:20,3,76 - 57,-19
1:05,3,76 - 60,-16
0:53,3,76 - 61,-15
0:53,3,76 - 62,-14
0:33,3,78 - 62,-16
0:33,3,79 - 62,-17
0:23,3,79 - 65,-14
0:00,3,79 - 65,-14
12:00,4,79 - 65,-14
11:42,4,79 - 67,-12
11:21,4,82 - 67,-15
10:35,4,82 - 69,-13
9:52,4,82 - 71,-11
9:24,4,82 - 73,-9
8:51,4,82 - 75,-7
8:03,4,82 - 77,-5
7:40,4,83 - 77,-6
7:40,4,84 - 77,-7
7:13,4,87 - 77,-10
6:53,4,87 - 80,-7
4:57,4,88 - 80,-8
4:57,4,89 - 80,-9
3:47,4,89 - 82,-7
3:30,4,91 - 82,-9
2:43,4,93 - 82,-11
2:37,4,93 - 83,-10
2:37,4,93 - 84,-9
2:13,4,95 - 84,-11
2:01,4,95 - 85,-10
1:30,4,95 - 86,-9
1:24,4,95 - 86,-9
1:03,4,96 - 86,-10
1:03,4,97 - 86,-11
0:27,4,98 - 86,-12
0:20,4,98 - 88,-10
0:00,4,98 - 88,-10
