PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:22,1,0 - 3,3
10:45,1,2 - 3,1
10:37,1,2 - 5,3
10:01,1,4 - 5,1
9:20,1,6 - 5,-1
8:51,1,8 - 5,-3
6:35,1,10 - 5,-5
6:22,1,10 - 7,-3
5:54,1,10 - 10,TIE
5:25,1,10 - 12,2
5:06,1,12 - 12,TIE
4:39,1,14 - 12,-2
3:40,1,16 - 12,-4
2:44,1,16 - 14,-2
2:36,1,17 - 14,-3
2:36,1,18 - 14,-4
1:30,1,18 - 15,-3
1:30,1,18 - 16,-2
0:53,1,20 - 16,-4
0:42,1,22 - 16,-6
0:34,1,22 - 19,-3
0:12,1,22 - 22,TIE
0:00,1,22 - 22,TIE
12:00,2,22 - 22,TIE
11:42,2,22 - 24,2
11:25,2,24 - 24,TIE
11:06,2,24 - 26,2
10:34,2,24 - 29,5
10:07,2,26 - 29,3
9:50,2,26 - 32,6
9:29,2,28 - 32,4
8:43,2,30 - 32,2
7:57,2,30 - 34,4
7:49,2,32 - 34,2
7:24,2,35 - 34,-1
7:00,2,35 - 36,1
5:56,2,35 - 38,3
5:30,2,35 - 40,5
4:40,2,36 - 40,4
4:40,2,37 - 40,3
3:39,2,39 - 40,1
3:15,2,39 - 42,3
2:58,2,42 - 42,TIE
2:46,2,42 - 44,2
2:26,2,44 - 44,TIE
2:09,2,44 - 46,2
1:39,2,44 - 49,5
1:28,2,45 - 49,4
1:28,2,46 - 49,3
1:20,2,46 - 51,5
0:36,2,48 - 51,3
0:18,2,49 - 51,2
0:18,2,50 - 51,1
0:00,2,50 - 51,1
12:00,3,50 - 51,1
11:34,3,52 - 51,-1
11:34,3,53 - 51,-2
11:25,3,53 - 52,-1
10:51,3,53 - 54,1
9:50,3,53 - 56,3
9:24,3,54 - 56,2
9:13,3,54 - 57,3
9:13,3,54 - 58,4
8:55,3,56 - 58,2
8:49,3,56 - 60,4
8:23,3,56 - 62,6
8:02,3,59 - 62,3
7:50,3,59 - 65,6
7:32,3,62 - 65,3
7:16,3,62 - 67,5
6:46,3,64 - 67,3
6:39,3,64 - 70,6
6:16,3,66 - 70,4
5:50,3,66 - 72,6
4:57,3,66 - 73,7
4:57,3,66 - 74,8
4:27,3,66 - 76,10
3:52,3,66 - 79,13
3:39,3,68 - 79,11
2:46,3,68 - 81,13
2:25,3,70 - 81,11
2:20,3,70 - 82,12
2:20,3,70 - 83,13
2:07,3,70 - 86,16
1:44,3,70 - 88,18
1:32,3,71 - 88,17
1:32,3,72 - 88,16
1:19,3,72 - 91,19
0:41,3,73 - 91,18
0:41,3,74 - 91,17
0:31,3,74 - 93,19
0:09,3,74 - 95,21
0:01,3,76 - 95,19
0:00,3,76 - 95,19
12:00,4,76 - 95,19
11:44,4,78 - 95,17
11:14,4,80 - 95,15
10:55,4,80 - 97,17
10:36,4,82 - 97,15
10:19,4,82 - 98,16
10:19,4,82 - 99,17
9:56,4,82 - 101,19
9:12,4,84 - 101,17
8:09,4,84 - 103,19
7:44,4,84 - 105,21
7:28,4,86 - 105,19
7:04,4,86 - 107,21
6:34,4,86 - 109,23
6:09,4,87 - 109,22
5:52,4,87 - 112,25
5:30,4,88 - 112,24
5:30,4,89 - 112,23
4:51,4,92 - 112,20
4:30,4,92 - 115,23
3:26,4,92 - 116,24
3:26,4,92 - 117,25
3:11,4,94 - 117,23
2:58,4,94 - 119,25
2:47,4,95 - 119,24
2:47,4,96 - 119,23
2:31,4,97 - 119,22
1:34,4,99 - 119,20
1:17,4,99 - 122,23
0:55,4,99 - 125,26
0:55,4,99 - 124,25
0:21,4,101 - 125,24
0:00,4,101 - 125,24
