PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:43,1,3 - 0,-3
11:24,1,3 - 2,-1
10:35,1,6 - 2,-4
10:15,1,6 - 4,-2
9:58,1,8 - 4,-4
9:45,1,10 - 4,-6
9:33,1,10 - 6,-4
9:04,1,10 - 8,-2
8:22,1,10 - 10,TIE
8:07,1,12 - 10,-2
7:45,1,14 - 10,-4
7:31,1,14 - 13,-1
7:22,1,15 - 13,-2
7:22,1,16 - 13,-3
7:11,1,16 - 15,-1
6:58,1,18 - 15,-3
5:23,1,18 - 17,-1
5:23,1,18 - 18,TIE
5:16,1,21 - 18,-3
5:05,1,21 - 20,-1
4:39,1,23 - 20,-3
4:16,1,24 - 20,-4
4:16,1,25 - 20,-5
4:01,1,25 - 22,-3
3:45,1,28 - 22,-6
3:32,1,28 - 25,-3
2:59,1,28 - 27,-1
2:34,1,31 - 27,-4
2:00,1,31 - 29,-2
1:20,1,32 - 29,-3
1:03,1,32 - 32,TIE
0:27,1,32 - 34,2
0:00,1,32 - 34,2
12:00,2,32 - 34,2
11:15,2,32 - 36,4
11:15,2,32 - 37,5
10:59,2,34 - 37,3
10:29,2,36 - 37,1
10:13,2,36 - 40,4
9:04,2,36 - 42,6
8:34,2,36 - 44,8
7:35,2,36 - 46,10
6:58,2,36 - 48,12
6:36,2,38 - 48,10
5:43,2,39 - 48,9
5:43,2,40 - 48,8
5:25,2,42 - 48,6
5:06,2,42 - 50,8
4:40,2,42 - 52,10
4:13,2,44 - 52,8
3:46,2,47 - 52,5
3:18,2,47 - 53,6
3:18,2,47 - 54,7
3:04,2,49 - 54,5
2:26,2,52 - 54,2
1:57,2,52 - 56,4
1:37,2,55 - 56,1
1:24,2,55 - 57,2
1:05,2,55 - 60,5
1:05,2,55 - 60,5
1:05,2,55 - 61,6
0:50,2,57 - 61,4
0:38,2,57 - 63,6
0:00,2,57 - 65,8
0:00,2,57 - 65,8
12:00,3,57 - 65,8
11:19,3,57 - 67,10
11:19,3,57 - 68,11
10:40,3,57 - 70,13
10:20,3,59 - 70,11
9:33,3,61 - 70,9
9:08,3,62 - 70,8
9:02,3,62 - 73,11
8:40,3,65 - 73,8
8:30,3,65 - 74,9
8:30,3,65 - 75,10
8:21,3,66 - 75,9
8:21,3,67 - 75,8
8:05,3,69 - 75,6
7:59,3,69 - 77,8
7:44,3,72 - 77,5
7:32,3,72 - 79,7
7:11,3,72 - 81,9
6:54,3,74 - 81,7
5:33,3,74 - 83,9
5:05,3,74 - 86,12
4:34,3,76 - 86,10
4:13,3,76 - 88,12
3:21,3,77 - 88,11
3:11,3,77 - 90,13
2:54,3,79 - 90,11
2:41,3,79 - 93,14
2:23,3,80 - 93,13
2:23,3,81 - 93,12
2:16,3,81 - 96,15
2:00,3,83 - 96,13
0:49,3,85 - 96,11
0:37,3,85 - 98,13
0:31,3,88 - 98,10
0:00,3,88 - 98,10
12:00,4,88 - 98,10
11:04,4,88 - 101,13
10:43,4,90 - 101,11
10:29,4,90 - 102,12
10:19,4,90 - 105,15
9:49,4,90 - 106,16
9:05,4,92 - 106,14
8:44,4,94 - 106,12
8:13,4,96 - 106,10
7:50,4,96 - 108,12
6:26,4,96 - 110,14
6:12,4,98 - 110,12
6:12,4,99 - 110,11
4:54,4,101 - 110,9
4:31,4,104 - 110,6
4:08,4,104 - 112,8
3:36,4,104 - 113,9
3:36,4,104 - 114,10
3:36,4,104 - 115,11
3:25,4,105 - 115,10
3:25,4,106 - 115,9
2:58,4,108 - 115,7
2:45,4,108 - 117,9
2:45,4,108 - 118,10
2:08,4,108 - 121,13
1:56,4,109 - 121,12
1:35,4,110 - 121,11
1:35,4,111 - 121,10
1:16,4,111 - 124,13
1:02,4,114 - 124,10
0:44,4,114 - 125,11
0:44,4,114 - 126,12
0:00,4,114 - 126,12
