PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:45,1,0 - 2,2
10:59,1,0 - 4,4
10:25,1,0 - 6,6
9:35,1,2 - 6,4
8:35,1,2 - 8,6
8:07,1,2 - 10,8
7:37,1,2 - 12,10
7:13,1,4 - 12,8
7:05,1,4 - 14,10
6:22,1,6 - 14,8
5:53,1,7 - 14,7
5:53,1,8 - 14,6
5:32,1,10 - 14,4
4:55,1,12 - 14,2
4:27,1,12 - 17,5
3:54,1,13 - 17,4
3:36,1,13 - 19,6
3:22,1,15 - 19,4
3:01,1,15 - 22,7
2:17,1,15 - 24,9
2:00,1,17 - 24,7
1:35,1,18 - 24,6
1:35,1,19 - 24,5
0:48,1,21 - 24,3
0:39,1,21 - 26,5
0:00,1,23 - 26,3
0:00,1,23 - 26,3
12:00,2,23 - 26,3
11:30,2,23 - 27,4
11:05,2,25 - 27,2
10:26,2,26 - 27,1
10:11,2,26 - 28,2
10:11,2,26 - 29,3
9:52,2,28 - 29,1
8:12,2,30 - 29,-1
7:24,2,32 - 29,-3
6:36,2,34 - 29,-5
5:59,2,36 - 29,-7
4:57,2,36 - 32,-4
4:38,2,37 - 32,-5
4:38,2,38 - 32,-6
4:17,2,38 - 33,-5
4:17,2,38 - 34,-4
2:45,2,40 - 34,-6
2:11,2,43 - 34,-9
1:58,2,43 - 36,-7
1:29,2,46 - 36,-10
0:51,2,46 - 37,-9
0:51,2,46 - 38,-8
0:00,2,46 - 38,-8
12:00,3,46 - 38,-8
11:25,3,46 - 40,-6
10:31,3,46 - 42,-4
9:45,3,49 - 42,-7
9:25,3,49 - 44,-5
9:11,3,49 - 46,-3
8:49,3,49 - 48,-1
8:31,3,51 - 48,-3
8:10,3,53 - 48,-5
8:03,3,53 - 49,-4
8:03,3,53 - 50,-3
7:30,3,53 - 52,-1
7:07,3,55 - 52,-3
6:38,3,57 - 52,-5
6:21,3,57 - 53,-4
6:21,3,57 - 54,-3
6:01,3,57 - 56,-1
5:19,3,59 - 56,-3
5:04,3,59 - 57,-2
4:49,3,61 - 57,-4
4:33,3,61 - 59,-2
4:21,3,61 - 60,-1
4:16,3,62 - 60,-2
3:57,3,62 - 63,1
3:32,3,62 - 64,2
3:28,3,62 - 66,4
3:08,3,62 - 69,7
2:48,3,62 - 70,8
2:48,3,62 - 71,9
2:10,3,65 - 71,6
1:59,3,65 - 73,8
1:47,3,68 - 73,5
1:34,3,68 - 75,7
1:22,3,69 - 75,6
1:12,3,69 - 76,7
1:12,3,69 - 77,8
0:03,3,71 - 77,6
0:00,3,74 - 77,3
0:00,3,74 - 77,3
0:00,3,74 - 77,3
12:00,4,74 - 77,3
11:30,4,76 - 77,1
11:03,4,77 - 77,TIE
11:03,4,78 - 77,-1
10:18,4,78 - 80,2
9:44,4,78 - 83,5
8:36,4,78 - 85,7
8:36,4,78 - 85,7
8:20,4,79 - 85,6
8:20,4,80 - 85,5
7:59,4,80 - 85,5
7:59,4,81 - 85,4
7:59,4,82 - 85,3
7:48,4,84 - 85,1
7:27,4,84 - 88,4
6:57,4,86 - 88,2
6:57,4,87 - 88,1
5:55,4,87 - 90,3
5:30,4,87 - 93,6
5:14,4,90 - 93,3
4:47,4,90 - 96,6
3:31,4,92 - 96,4
3:03,4,92 - 99,7
2:17,4,93 - 99,6
2:17,4,94 - 99,5
2:01,4,94 - 101,7
1:50,4,95 - 101,6
1:16,4,97 - 101,4
1:00,4,97 - 103,6
0:22,4,99 - 103,4
0:16,4,99 - 104,5
0:16,4,99 - 105,6
0:00,4,99 - 105,6
