PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:45,1,0 - 2,2
11:28,1,1 - 2,1
11:15,1,1 - 4,3
11:03,1,3 - 4,1
10:32,1,5 - 4,-1
10:19,1,5 - 6,1
9:52,1,5 - 8,3
9:32,1,7 - 8,1
9:20,1,7 - 10,3
9:10,1,9 - 10,1
8:57,1,9 - 13,4
8:38,1,11 - 13,2
8:38,1,12 - 13,1
8:10,1,13 - 13,TIE
7:52,1,13 - 16,3
6:51,1,15 - 16,1
5:57,1,15 - 19,4
5:15,1,18 - 19,1
4:33,1,18 - 22,4
4:20,1,20 - 22,2
3:59,1,20 - 24,4
3:29,1,20 - 26,6
3:10,1,23 - 26,3
2:36,1,25 - 26,1
2:14,1,25 - 28,3
1:42,1,25 - 29,4
1:00,1,27 - 29,2
0:03,1,28 - 29,1
0:03,1,29 - 29,TIE
0:00,1,29 - 29,TIE
12:00,2,29 - 29,TIE
9:35,2,31 - 29,-2
8:30,2,33 - 29,-4
7:45,2,35 - 29,-6
7:21,2,35 - 30,-5
6:57,2,38 - 30,-8
6:47,2,38 - 31,-7
6:18,2,40 - 31,-9
5:14,2,42 - 31,-11
4:51,2,42 - 32,-10
4:51,2,42 - 33,-9
4:42,2,44 - 33,-11
4:17,2,46 - 33,-13
3:09,2,49 - 33,-16
2:33,2,50 - 33,-17
1:51,2,52 - 33,-19
1:35,2,53 - 33,-20
1:35,2,54 - 33,-21
0:05,2,54 - 35,-19
0:00,2,54 - 35,-19
12:00,3,54 - 35,-19
11:32,3,54 - 37,-17
10:41,3,56 - 37,-19
10:26,3,56 - 39,-17
10:05,3,58 - 39,-19
9:32,3,60 - 39,-21
9:07,3,62 - 39,-23
8:42,3,62 - 42,-20
8:17,3,62 - 44,-18
7:21,3,65 - 44,-21
6:37,3,65 - 45,-20
6:37,3,65 - 46,-19
6:26,3,68 - 46,-22
5:36,3,70 - 46,-24
4:30,3,72 - 46,-26
4:11,3,72 - 49,-23
3:56,3,74 - 49,-25
3:38,3,74 - 52,-22
3:16,3,76 - 52,-24
2:53,3,76 - 54,-22
1:54,3,76 - 55,-21
1:54,3,76 - 56,-20
1:38,3,79 - 56,-23
1:12,3,80 - 56,-24
1:12,3,81 - 56,-25
1:02,3,81 - 59,-22
0:22,3,81 - 61,-20
0:00,3,81 - 61,-20
12:00,4,81 - 61,-20
11:08,4,81 - 63,-18
10:54,4,84 - 63,-21
10:29,4,84 - 65,-19
10:18,4,86 - 65,-21
10:06,4,86 - 66,-20
10:06,4,86 - 67,-19
9:24,4,86 - 69,-17
8:55,4,86 - 71,-15
8:23,4,86 - 73,-13
7:52,4,88 - 73,-15
7:18,4,88 - 75,-13
7:03,4,89 - 75,-14
6:02,4,91 - 75,-16
5:40,4,91 - 77,-14
4:46,4,92 - 77,-15
4:46,4,93 - 77,-16
4:12,4,93 - 79,-14
2:56,4,95 - 79,-16
2:03,4,97 - 79,-18
1:53,4,97 - 80,-17
1:53,4,97 - 81,-16
1:53,4,97 - 82,-15
1:31,4,97 - 84,-13
1:31,4,97 - 85,-12
0:20,4,99 - 85,-14
0:00,4,99 - 85,-14
