PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:44,1,3 - 0,-3
11:10,1,6 - 0,-6
10:55,1,8 - 0,-8
10:55,1,9 - 0,-9
10:45,1,9 - 2,-7
10:11,1,9 - 4,-5
9:54,1,11 - 4,-7
9:39,1,11 - 5,-6
9:39,1,11 - 6,-5
8:17,1,13 - 6,-7
7:29,1,13 - 8,-5
6:55,1,13 - 10,-3
6:19,1,13 - 13,TIE
5:54,1,15 - 13,-2
5:33,1,15 - 15,TIE
4:37,1,17 - 15,-2
4:09,1,20 - 15,-5
3:14,1,22 - 15,-7
2:09,1,22 - 17,-5
1:55,1,24 - 17,-7
1:41,1,24 - 19,-5
1:28,1,26 - 19,-7
1:17,1,26 - 20,-6
1:17,1,26 - 21,-5
0:55,1,26 - 23,-3
0:27,1,27 - 23,-4
0:00,1,27 - 23,-4
12:00,2,27 - 23,-4
11:35,2,30 - 23,-7
10:56,2,30 - 26,-4
10:20,2,30 - 29,-1
10:20,2,30 - 30,TIE
10:10,2,32 - 30,-2
9:30,2,34 - 30,-4
9:22,2,34 - 30,-4
9:22,2,34 - 31,-3
8:53,2,34 - 33,-1
8:39,2,35 - 33,-2
8:26,2,35 - 34,-1
7:02,2,36 - 34,-2
7:02,2,37 - 34,-3
6:56,2,37 - 37,TIE
6:21,2,39 - 37,-2
6:07,2,39 - 39,TIE
5:28,2,42 - 39,-3
5:14,2,45 - 39,-6
4:55,2,46 - 39,-7
4:55,2,47 - 39,-8
4:23,2,47 - 41,-6
4:04,2,49 - 41,-8
3:54,2,49 - 44,-5
3:32,2,50 - 44,-6
3:32,2,51 - 44,-7
3:19,2,51 - 45,-6
3:01,2,53 - 45,-8
2:11,2,55 - 45,-10
1:54,2,55 - 48,-7
1:02,2,55 - 49,-6
1:02,2,55 - 50,-5
0:51,2,55 - 51,-4
0:36,2,57 - 51,-6
0:04,2,59 - 51,-8
0:00,2,59 - 51,-8
12:00,3,59 - 51,-8
11:31,3,59 - 54,-5
11:04,3,62 - 54,-8
10:46,3,62 - 56,-6
10:28,3,62 - 59,-3
10:17,3,64 - 59,-5
9:47,3,64 - 61,-3
9:21,3,64 - 64,TIE
8:49,3,64 - 65,1
8:49,3,64 - 66,2
8:17,3,64 - 68,4
8:17,3,64 - 69,5
7:44,3,64 - 71,7
5:56,3,66 - 71,5
5:41,3,66 - 73,7
5:14,3,68 - 73,5
4:37,3,70 - 73,3
4:24,3,70 - 75,5
4:10,3,71 - 75,4
3:21,3,72 - 75,3
3:01,3,72 - 76,4
3:01,3,72 - 77,5
2:47,3,73 - 77,4
2:37,3,73 - 79,6
2:22,3,74 - 79,5
1:52,3,74 - 81,7
1:19,3,74 - 83,9
0:36,3,74 - 85,11
0:00,3,74 - 85,11
12:00,4,74 - 85,11
11:24,4,74 - 87,13
11:08,4,76 - 87,11
10:54,4,76 - 89,13
10:21,4,78 - 89,11
10:21,4,79 - 89,10
9:52,4,79 - 91,12
9:24,4,79 - 94,15
8:53,4,79 - 96,17
8:18,4,81 - 96,15
8:18,4,82 - 96,14
8:05,4,82 - 99,17
7:55,4,85 - 99,14
7:30,4,86 - 99,13
7:30,4,87 - 99,12
7:09,4,87 - 101,14
6:53,4,88 - 101,13
6:04,4,88 - 103,15
5:49,4,88 - 105,17
5:16,4,88 - 107,19
4:56,4,91 - 107,16
3:21,4,91 - 110,19
3:21,4,91 - 111,20
3:04,4,93 - 111,18
2:51,4,93 - 113,20
2:42,4,93 - 114,21
2:42,4,94 - 114,20
2:42,4,95 - 114,19
2:13,4,95 - 116,21
1:46,4,95 - 119,24
1:35,4,98 - 119,21
1:18,4,98 - 121,23
1:05,4,101 - 121,20
0:41,4,102 - 121,19
0:31,4,104 - 121,17
0:12,4,104 - 123,19
0:00,4,104 - 123,19
