PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:34,1,2 - 0,-2
11:17,1,2 - 2,TIE
11:17,1,2 - 3,1
11:08,1,2 - 5,3
10:53,1,5 - 5,TIE
10:26,1,8 - 5,-3
10:13,1,8 - 7,-1
9:25,1,8 - 9,1
8:46,1,8 - 12,4
8:07,1,8 - 14,6
7:32,1,8 - 16,8
7:05,1,10 - 16,6
6:46,1,10 - 18,8
6:22,1,12 - 18,6
6:16,1,12 - 19,7
6:00,1,12 - 22,10
5:24,1,12 - 24,12
5:24,1,12 - 25,13
5:10,1,14 - 25,11
4:13,1,15 - 25,10
3:49,1,15 - 27,12
2:03,1,18 - 27,9
1:49,1,18 - 29,11
1:11,1,18 - 31,13
0:10,1,18 - 33,15
0:00,1,20 - 33,13
0:00,1,20 - 33,13
12:00,2,20 - 33,13
11:08,2,20 - 36,16
10:22,2,22 - 36,14
9:58,2,25 - 36,11
8:01,2,25 - 38,13
6:45,2,25 - 40,15
6:45,2,25 - 41,16
6:22,2,27 - 41,14
6:01,2,27 - 43,16
5:32,2,28 - 43,15
5:22,2,28 - 46,18
4:38,2,28 - 49,21
4:19,2,30 - 49,19
3:49,2,33 - 49,16
3:32,2,33 - 52,19
3:10,2,35 - 52,17
2:58,2,36 - 52,16
2:47,2,36 - 55,19
2:34,2,37 - 55,18
2:24,2,37 - 56,19
2:24,2,37 - 57,20
1:54,2,37 - 59,22
1:27,2,37 - 62,25
0:31,2,39 - 62,23
0:00,2,39 - 62,23
12:00,3,39 - 62,23
11:48,3,39 - 64,25
11:48,3,39 - 65,26
11:05,3,39 - 68,29
10:27,3,39 - 69,30
10:12,3,40 - 69,29
10:12,3,41 - 69,28
9:57,3,43 - 69,26
9:15,3,43 - 71,28
9:15,3,43 - 72,29
7:33,3,46 - 72,26
7:05,3,46 - 73,27
7:05,3,46 - 74,28
6:34,3,48 - 74,26
6:17,3,48 - 76,28
5:31,3,48 - 77,29
5:31,3,48 - 78,30
5:13,3,49 - 78,29
5:13,3,50 - 78,28
4:48,3,53 - 78,25
4:32,3,53 - 80,27
4:05,3,53 - 81,28
4:05,3,53 - 82,29
3:39,3,53 - 84,31
2:42,3,53 - 86,33
2:24,3,56 - 86,30
2:14,3,56 - 87,31
1:55,3,56 - 89,33
0:11,3,56 - 92,36
0:01,3,57 - 92,35
0:01,3,58 - 92,34
0:00,3,58 - 92,34
12:00,4,58 - 92,34
11:47,4,59 - 92,33
11:35,4,62 - 92,30
11:09,4,64 - 92,28
10:54,4,64 - 94,30
10:35,4,67 - 94,27
10:10,4,67 - 96,29
9:58,4,70 - 96,26
9:44,4,70 - 98,28
8:52,4,70 - 99,29
8:52,4,70 - 100,30
8:35,4,72 - 100,28
8:11,4,75 - 100,25
7:24,4,77 - 100,23
5:27,4,77 - 102,25
5:14,4,78 - 102,24
5:14,4,79 - 102,23
4:29,4,82 - 102,20
3:21,4,84 - 102,18
2:41,4,85 - 102,17
2:41,4,86 - 102,16
2:24,4,86 - 104,18
1:49,4,86 - 107,21
1:21,4,88 - 107,19
0:24,4,90 - 107,17
0:24,4,91 - 107,16
0:00,4,91 - 107,16
