PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:16,1,0 - 3,3
10:56,1,3 - 3,TIE
10:11,1,3 - 5,2
9:44,1,3 - 8,5
9:15,1,3 - 11,8
8:53,1,5 - 11,6
8:35,1,7 - 11,4
8:12,1,7 - 13,6
7:35,1,7 - 15,8
7:10,1,9 - 15,6
6:49,1,9 - 16,7
6:04,1,9 - 19,10
5:56,1,12 - 19,7
5:06,1,12 - 21,9
4:56,1,15 - 21,6
4:15,1,18 - 21,3
3:51,1,18 - 23,5
3:13,1,18 - 26,8
2:20,1,20 - 26,6
1:56,1,20 - 28,8
1:36,1,20 - 30,10
1:18,1,23 - 30,7
1:00,1,23 - 33,10
0:11,1,26 - 33,7
0:05,1,26 - 36,10
0:00,1,29 - 36,7
0:00,1,29 - 36,7
12:00,2,29 - 36,7
11:27,2,29 - 38,9
10:58,2,31 - 38,7
10:41,2,31 - 40,9
10:16,2,34 - 40,6
10:10,2,34 - 42,8
9:51,2,36 - 42,6
9:38,2,36 - 43,7
9:38,2,36 - 45,9
9:38,2,36 - 45,9
9:22,2,37 - 45,8
9:04,2,37 - 47,10
8:39,2,38 - 47,9
8:39,2,39 - 47,8
8:25,2,39 - 48,9
8:25,2,39 - 49,10
7:54,2,39 - 50,11
7:18,2,41 - 50,9
6:43,2,43 - 50,7
6:05,2,46 - 50,4
5:49,2,48 - 50,2
5:49,2,49 - 50,1
4:25,2,50 - 50,TIE
4:25,2,51 - 50,-1
3:49,2,52 - 50,-2
3:30,2,52 - 52,TIE
2:56,2,52 - 55,3
2:30,2,52 - 57,5
1:40,2,54 - 57,3
1:19,2,54 - 59,5
0:25,2,57 - 59,2
0:00,2,57 - 59,2
12:00,3,57 - 59,2
8:50,3,59 - 59,TIE
7:36,3,59 - 62,3
6:26,3,61 - 62,1
6:07,3,61 - 63,2
6:07,3,61 - 64,3
5:45,3,61 - 65,4
5:31,3,63 - 65,2
4:54,3,65 - 65,TIE
4:37,3,65 - 67,2
4:08,3,65 - 69,4
2:57,3,65 - 71,6
2:33,3,68 - 71,3
2:07,3,68 - 74,6
1:45,3,70 - 74,4
1:21,3,70 - 75,5
0:57,3,73 - 75,2
0:01,3,75 - 75,TIE
0:00,3,75 - 75,TIE
12:00,4,75 - 75,TIE
11:21,4,75 - 77,2
11:21,4,75 - 78,3
10:32,4,77 - 78,1
9:55,4,80 - 78,-2
8:09,4,80 - 81,1
5:46,4,80 - 83,3
5:28,4,82 - 83,1
5:06,4,82 - 85,3
4:56,4,85 - 85,TIE
3:23,4,85 - 87,2
3:23,4,85 - 88,3
3:08,4,86 - 88,2
3:08,4,87 - 88,1
2:54,4,87 - 90,3
2:40,4,89 - 90,1
1:32,4,91 - 90,-1
0:59,4,93 - 90,-3
0:50,4,93 - 93,TIE
0:27,4,94 - 93,-1
0:13,4,95 - 93,-2
0:13,4,96 - 93,-3
0:08,4,98 - 93,-5
0:00,4,98 - 93,-5
