PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:09,1,2 - 0,-2
10:52,1,2 - 2,TIE
10:32,1,4 - 2,-2
10:06,1,6 - 2,-4
9:38,1,7 - 2,-5
9:38,1,8 - 2,-6
9:23,1,8 - 4,-4
9:09,1,9 - 4,-5
9:09,1,10 - 4,-6
8:55,1,10 - 7,-3
8:33,1,10 - 9,-1
8:18,1,12 - 9,-3
7:23,1,12 - 11,-1
7:06,1,14 - 11,-3
6:44,1,15 - 11,-4
5:58,1,17 - 11,-6
5:23,1,17 - 13,-4
4:46,1,17 - 15,-2
4:17,1,17 - 16,-1
4:17,1,17 - 17,TIE
4:05,1,20 - 17,-3
3:55,1,20 - 20,TIE
3:43,1,22 - 20,-2
3:43,1,23 - 20,-3
3:04,1,23 - 21,-2
3:04,1,23 - 22,-1
2:08,1,24 - 22,-2
2:08,1,25 - 22,-3
1:59,1,25 - 23,-2
1:59,1,25 - 24,-1
1:48,1,27 - 24,-3
0:51,1,27 - 26,-1
0:34,1,29 - 26,-3
0:00,1,29 - 26,-3
12:00,2,29 - 26,-3
11:37,2,32 - 26,-6
10:38,2,34 - 26,-8
10:24,2,34 - 28,-6
10:16,2,36 - 28,-8
10:16,2,37 - 28,-9
9:55,2,37 - 29,-8
9:40,2,39 - 29,-10
9:13,2,42 - 29,-13
8:40,2,44 - 29,-15
8:00,2,44 - 31,-13
6:56,2,47 - 31,-16
6:05,2,47 - 33,-14
5:08,2,47 - 35,-12
4:42,2,47 - 37,-10
4:42,2,47 - 38,-9
4:15,2,47 - 40,-7
3:51,2,49 - 40,-9
3:24,2,52 - 40,-12
2:56,2,54 - 40,-14
2:41,2,54 - 42,-12
2:27,2,56 - 42,-14
2:09,2,58 - 42,-16
1:58,2,58 - 43,-15
1:35,2,58 - 45,-13
1:14,2,61 - 45,-16
0:19,2,61 - 48,-13
0:00,2,63 - 48,-15
0:00,2,63 - 48,-15
12:00,3,63 - 48,-15
11:27,3,65 - 48,-17
11:27,3,66 - 48,-18
11:08,3,66 - 50,-16
10:45,3,68 - 50,-18
9:27,3,68 - 53,-15
8:38,3,70 - 53,-17
8:27,3,70 - 55,-15
8:01,3,70 - 56,-14
7:40,3,73 - 56,-17
7:03,3,75 - 56,-19
5:40,3,75 - 57,-18
5:40,3,75 - 58,-17
5:07,3,77 - 58,-19
5:00,3,77 - 59,-18
4:07,3,79 - 59,-20
3:03,3,80 - 59,-21
3:03,3,81 - 59,-22
2:39,3,83 - 59,-24
2:39,3,84 - 59,-25
2:25,3,84 - 61,-23
2:08,3,86 - 61,-25
1:56,3,86 - 63,-23
1:40,3,88 - 63,-25
1:26,3,88 - 66,-22
1:03,3,91 - 66,-25
0:55,3,91 - 67,-24
0:41,3,94 - 67,-27
0:13,3,97 - 67,-30
0:00,3,97 - 67,-30
12:00,4,97 - 67,-30
11:31,4,100 - 67,-33
10:36,4,103 - 67,-36
9:38,4,103 - 68,-35
8:46,4,103 - 70,-33
8:13,4,105 - 70,-35
7:10,4,105 - 72,-33
7:05,4,107 - 72,-35
6:36,4,109 - 72,-37
6:20,4,109 - 72,-37
6:20,4,110 - 72,-38
6:20,4,111 - 72,-39
6:02,4,114 - 72,-42
5:35,4,116 - 72,-44
5:11,4,118 - 72,-46
4:57,4,118 - 74,-44
3:36,4,118 - 74,-44
3:36,4,119 - 74,-45
3:36,4,120 - 74,-46
3:06,4,120 - 76,-44
2:20,4,120 - 79,-41
1:49,4,122 - 79,-43
0:52,4,122 - 82,-40
0:40,4,125 - 82,-43
0:29,4,125 - 85,-40
0:00,4,125 - 85,-40
