PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:44,1,0 - 3,3
10:20,1,3 - 3,TIE
9:27,1,3 - 6,3
9:10,1,5 - 6,1
8:46,1,7 - 6,-1
8:30,1,7 - 8,1
7:44,1,7 - 9,2
7:44,1,7 - 10,3
7:10,1,7 - 12,5
7:10,1,7 - 13,6
6:54,1,7 - 15,8
6:38,1,7 - 17,10
5:51,1,7 - 19,12
5:40,1,10 - 19,9
4:50,1,10 - 20,10
4:33,1,12 - 20,8
4:12,1,12 - 22,10
3:24,1,12 - 23,11
3:24,1,12 - 24,12
2:45,1,13 - 24,11
2:45,1,14 - 24,10
2:27,1,14 - 25,11
2:10,1,16 - 25,9
1:45,1,16 - 27,11
1:45,1,16 - 28,12
1:31,1,16 - 29,13
1:17,1,18 - 29,11
1:07,1,18 - 30,12
0:33,1,18 - 32,14
0:00,1,18 - 32,14
12:00,2,18 - 32,14
11:43,2,18 - 34,16
10:50,2,18 - 37,19
10:27,2,20 - 37,17
9:26,2,22 - 37,15
8:56,2,24 - 37,13
8:13,2,24 - 40,16
8:03,2,25 - 40,15
7:32,2,28 - 40,12
6:54,2,30 - 40,10
6:30,2,30 - 42,12
5:55,2,33 - 42,9
5:21,2,34 - 42,8
5:21,2,35 - 42,7
5:06,2,35 - 44,9
5:06,2,35 - 45,10
4:49,2,37 - 45,8
3:59,2,37 - 47,10
3:47,2,40 - 47,7
3:30,2,40 - 50,10
3:16,2,43 - 50,7
2:53,2,43 - 52,9
2:53,2,43 - 53,10
2:14,2,43 - 56,13
1:53,2,45 - 56,11
1:37,2,45 - 57,12
0:29,2,47 - 57,10
0:07,2,49 - 57,8
0:00,2,49 - 57,8
12:00,3,49 - 57,8
10:13,3,52 - 57,5
9:07,3,52 - 60,8
8:49,3,54 - 60,6
8:49,3,55 - 60,5
8:35,3,55 - 62,7
8:17,3,56 - 62,6
8:04,3,56 - 64,8
7:45,3,58 - 64,6
7:29,3,58 - 66,8
7:15,3,61 - 66,5
6:56,3,61 - 68,7
6:43,3,64 - 68,4
6:22,3,64 - 69,5
6:22,3,64 - 70,6
5:46,3,66 - 70,4
5:46,3,67 - 70,3
5:06,3,67 - 72,5
4:29,3,69 - 72,3
3:37,3,69 - 74,5
3:05,3,69 - 75,6
2:57,3,70 - 75,5
2:22,3,72 - 75,3
1:53,3,72 - 76,4
1:53,3,72 - 77,5
1:05,3,72 - 78,6
1:05,3,72 - 79,7
0:00,3,72 - 79,7
12:00,4,72 - 79,7
10:57,4,72 - 81,9
10:45,4,75 - 81,6
10:21,4,75 - 83,8
10:06,4,76 - 83,7
9:36,4,78 - 83,5
9:05,4,79 - 83,4
9:05,4,80 - 83,3
8:41,4,80 - 85,5
8:41,4,80 - 85,5
7:48,4,80 - 87,7
7:14,4,80 - 89,9
6:38,4,80 - 92,12
6:01,4,81 - 92,11
6:01,4,82 - 92,10
5:26,4,85 - 92,7
5:07,4,85 - 95,10
5:07,4,85 - 95,10
4:31,4,85 - 98,13
4:11,4,86 - 98,12
4:11,4,87 - 98,11
3:10,4,90 - 98,8
3:10,4,90 - 98,8
2:05,4,92 - 98,6
1:41,4,92 - 101,9
1:04,4,92 - 103,11
0:45,4,94 - 103,9
0:24,4,94 - 103,9
0:00,4,94 - 103,9
