PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:15,1,0 - 3,3
10:46,1,2 - 3,1
10:24,1,2 - 5,3
10:10,1,5 - 5,TIE
9:25,1,5 - 7,2
8:57,1,5 - 9,4
8:02,1,7 - 9,2
7:47,1,7 - 10,3
7:26,1,7 - 12,5
7:17,1,9 - 12,3
6:52,1,11 - 12,1
6:33,1,11 - 14,3
5:24,1,13 - 14,1
5:08,1,13 - 17,4
4:56,1,16 - 17,1
4:43,1,16 - 19,3
4:30,1,16 - 21,5
4:09,1,18 - 21,3
2:15,1,18 - 23,5
1:56,1,20 - 23,3
1:56,1,21 - 23,2
1:37,1,21 - 25,4
1:24,1,24 - 25,1
1:10,1,24 - 27,3
0:44,1,24 - 29,5
0:00,1,24 - 29,5
12:00,2,24 - 29,5
11:23,2,24 - 31,7
11:12,2,26 - 31,5
10:43,2,26 - 33,7
9:57,2,28 - 33,5
9:40,2,28 - 35,7
8:54,2,30 - 35,5
8:34,2,32 - 35,3
8:20,2,32 - 37,5
8:20,2,32 - 38,6
7:54,2,32 - 40,8
6:53,2,32 - 42,10
6:08,2,32 - 44,12
6:00,2,34 - 44,10
5:46,2,34 - 47,13
5:28,2,36 - 47,11
5:10,2,36 - 49,13
4:57,2,38 - 49,11
3:44,2,38 - 50,12
3:44,2,38 - 51,13
3:32,2,40 - 51,11
3:20,2,40 - 53,13
3:04,2,42 - 53,11
2:37,2,44 - 53,9
2:24,2,44 - 55,11
2:09,2,45 - 55,10
2:09,2,46 - 55,9
1:48,2,46 - 57,11
1:17,2,49 - 57,8
0:52,2,51 - 57,6
0:01,2,51 - 60,9
0:00,2,51 - 60,9
12:00,3,51 - 60,9
11:34,3,51 - 62,11
11:16,3,53 - 62,9
11:13,3,54 - 62,8
11:13,3,55 - 62,7
10:53,3,55 - 64,9
10:39,3,57 - 64,7
10:00,3,57 - 66,9
9:44,3,59 - 66,7
9:31,3,59 - 68,9
9:19,3,61 - 68,7
8:30,3,61 - 69,8
8:30,3,61 - 70,9
7:42,3,61 - 72,11
7:24,3,64 - 72,8
7:10,3,67 - 72,5
6:57,3,67 - 75,8
6:35,3,67 - 77,10
5:43,3,67 - 80,13
5:43,3,67 - 80,13
5:31,3,69 - 80,11
5:20,3,69 - 82,13
4:55,3,69 - 84,15
4:36,3,71 - 84,13
4:00,3,73 - 84,11
3:38,3,73 - 86,13
3:23,3,75 - 86,11
2:29,3,77 - 86,9
2:06,3,77 - 88,11
2:00,3,79 - 88,9
2:00,3,80 - 88,8
1:45,3,80 - 90,10
1:13,3,80 - 91,11
1:13,3,80 - 92,12
1:06,3,82 - 92,10
0:33,3,83 - 92,9
0:33,3,84 - 92,8
0:19,3,84 - 95,11
0:02,3,87 - 95,8
0:00,3,87 - 95,8
12:00,4,87 - 95,8
11:40,4,89 - 95,6
11:11,4,91 - 95,4
10:50,4,91 - 97,6
10:33,4,93 - 97,4
10:20,4,93 - 99,6
9:58,4,93 - 101,8
9:35,4,95 - 101,6
9:24,4,95 - 103,8
9:08,4,97 - 103,6
8:55,4,97 - 105,8
8:35,4,99 - 105,6
8:11,4,102 - 105,3
7:53,4,102 - 106,4
7:34,4,104 - 106,2
6:23,4,106 - 106,TIE
6:00,4,106 - 108,2
5:32,4,106 - 111,5
3:50,4,108 - 111,3
3:34,4,108 - 112,4
3:34,4,108 - 113,5
2:48,4,110 - 113,3
2:21,4,112 - 113,1
1:53,4,114 - 113,-1
1:31,4,114 - 116,2
1:12,4,117 - 116,-1
0:29,4,117 - 116,-1
0:20,4,118 - 116,-2
0:20,4,119 - 116,-3
0:03,4,120 - 116,-4
0:03,4,121 - 116,-5
0:00,4,121 - 116,-5
