PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:43,1,2 - 0,-2
11:11,1,2 - 2,TIE
10:48,1,4 - 2,-2
10:30,1,4 - 4,TIE
9:49,1,4 - 6,2
9:49,1,4 - 7,3
9:33,1,7 - 7,TIE
8:47,1,9 - 7,-2
8:32,1,9 - 9,TIE
8:13,1,11 - 9,-2
8:01,1,11 - 12,1
7:42,1,12 - 12,TIE
7:42,1,13 - 12,-1
7:24,1,15 - 12,-3
7:11,1,15 - 15,TIE
7:11,1,15 - 15,TIE
6:43,1,15 - 17,2
6:27,1,17 - 17,TIE
5:55,1,17 - 19,2
5:21,1,19 - 19,TIE
4:46,1,21 - 19,-2
4:24,1,24 - 19,-5
4:01,1,24 - 22,-2
3:06,1,24 - 24,TIE
2:12,1,24 - 26,2
2:04,1,26 - 26,TIE
1:56,1,26 - 28,2
1:38,1,29 - 28,-1
1:16,1,29 - 30,1
0:37,1,29 - 33,4
0:00,1,29 - 33,4
12:00,2,29 - 33,4
11:22,2,29 - 35,6
10:59,2,29 - 37,8
10:29,2,29 - 38,9
10:29,2,29 - 39,10
9:41,2,32 - 39,7
9:23,2,32 - 41,9
8:33,2,34 - 41,7
8:05,2,34 - 42,8
8:05,2,34 - 43,9
8:05,2,34 - 44,10
7:57,2,35 - 44,9
7:47,2,35 - 47,12
7:26,2,35 - 49,14
7:14,2,37 - 49,12
6:47,2,37 - 50,13
6:47,2,37 - 51,14
6:32,2,37 - 53,16
6:18,2,39 - 53,14
5:49,2,41 - 53,12
5:32,2,41 - 54,13
5:32,2,41 - 55,14
4:24,2,41 - 56,15
4:24,2,41 - 57,16
4:12,2,43 - 57,14
3:32,2,43 - 58,15
2:59,2,43 - 60,17
2:19,2,45 - 60,15
1:44,2,48 - 60,12
1:23,2,48 - 62,14
1:00,2,51 - 62,11
0:44,2,51 - 65,14
0:00,2,51 - 65,14
12:00,3,51 - 65,14
11:39,3,53 - 65,12
11:18,3,53 - 68,15
10:54,3,55 - 68,13
10:41,3,55 - 70,15
10:01,3,56 - 70,14
9:11,3,56 - 72,16
8:35,3,56 - 73,17
8:35,3,56 - 74,18
8:35,3,56 - 75,19
8:09,3,56 - 78,22
7:56,3,58 - 78,20
7:56,3,59 - 78,19
7:41,3,59 - 80,21
7:31,3,62 - 80,18
7:10,3,62 - 82,20
6:44,3,62 - 85,23
6:18,3,65 - 85,20
5:40,3,68 - 85,17
5:19,3,68 - 87,19
4:52,3,68 - 90,22
4:23,3,68 - 93,25
4:03,3,70 - 93,23
3:22,3,70 - 96,26
2:42,3,73 - 96,23
2:14,3,76 - 96,20
1:48,3,79 - 96,17
1:21,3,80 - 96,16
1:21,3,81 - 96,15
1:02,3,81 - 98,17
0:46,3,84 - 98,14
0:00,3,84 - 98,14
12:00,4,84 - 98,14
11:17,4,86 - 98,12
10:14,4,88 - 98,10
9:54,4,88 - 100,12
9:30,4,90 - 100,10
9:13,4,90 - 102,12
8:38,4,92 - 102,10
7:50,4,94 - 102,8
7:20,4,95 - 102,7
6:55,4,96 - 102,6
6:55,4,97 - 102,5
6:41,4,97 - 104,7
6:22,4,97 - 106,9
6:22,4,97 - 106,9
6:22,4,97 - 107,10
4:56,4,99 - 107,8
4:30,4,99 - 109,10
2:56,4,101 - 109,8
2:37,4,103 - 109,6
2:21,4,103 - 111,8
1:51,4,105 - 111,6
1:30,4,105 - 113,8
1:20,4,107 - 113,6
1:01,4,107 - 115,8
0:34,4,107 - 116,9
0:27,4,109 - 116,7
0:24,4,109 - 117,8
0:24,4,109 - 118,9
0:18,4,112 - 118,6
0:17,4,112 - 119,7
0:17,4,112 - 120,8
0:08,4,113 - 120,7
0:00,4,113 - 120,7
