PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:46,1,2 - 0,-2
10:30,1,2 - 3,1
10:09,1,4 - 3,-1
9:43,1,7 - 3,-4
9:20,1,7 - 6,-1
9:07,1,9 - 6,-3
8:48,1,9 - 8,-1
8:33,1,11 - 8,-3
8:09,1,11 - 9,-2
8:09,1,11 - 10,-1
7:55,1,13 - 10,-3
7:27,1,15 - 10,-5
6:57,1,17 - 10,-7
6:47,1,17 - 13,-4
6:12,1,19 - 13,-6
5:46,1,19 - 15,-4
5:29,1,21 - 15,-6
4:46,1,24 - 15,-9
3:31,1,27 - 15,-12
3:14,1,27 - 17,-10
2:13,1,29 - 17,-12
1:44,1,32 - 17,-15
1:05,1,32 - 18,-14
1:05,1,32 - 19,-13
0:46,1,34 - 19,-15
0:12,1,36 - 19,-17
0:07,1,36 - 20,-16
0:00,1,36 - 20,-16
12:00,2,36 - 20,-16
11:01,2,38 - 20,-18
11:01,2,39 - 20,-19
10:52,2,39 - 23,-16
10:31,2,40 - 23,-17
10:31,2,41 - 23,-18
10:06,2,43 - 23,-20
10:06,2,44 - 23,-21
9:42,2,44 - 26,-18
9:14,2,44 - 28,-16
8:18,2,46 - 28,-18
7:55,2,46 - 30,-16
7:16,2,48 - 30,-18
5:15,2,49 - 30,-19
5:15,2,50 - 30,-20
4:54,2,50 - 32,-18
4:26,2,50 - 34,-16
4:09,2,52 - 34,-18
3:53,2,52 - 36,-16
3:17,2,54 - 36,-18
3:06,2,54 - 37,-17
3:06,2,54 - 38,-16
3:01,2,55 - 38,-17
3:01,2,56 - 38,-18
2:42,2,56 - 40,-16
2:42,2,56 - 41,-15
2:26,2,58 - 41,-17
2:10,2,58 - 44,-14
1:50,2,60 - 44,-16
1:41,2,60 - 47,-13
1:41,2,60 - 47,-13
1:17,2,62 - 47,-15
0:47,2,64 - 47,-17
0:04,2,64 - 48,-16
0:00,2,64 - 48,-16
0:00,2,64 - 48,-16
12:00,3,64 - 48,-16
11:42,3,66 - 48,-18
11:26,3,66 - 49,-17
11:26,3,66 - 50,-16
11:07,3,68 - 50,-18
10:39,3,68 - 52,-16
9:30,3,70 - 52,-18
9:16,3,70 - 55,-15
8:45,3,70 - 56,-14
8:45,3,70 - 57,-13
8:22,3,71 - 57,-14
8:07,3,71 - 59,-12
7:49,3,71 - 60,-11
7:49,3,71 - 61,-10
7:49,3,71 - 62,-9
7:34,3,73 - 62,-11
6:44,3,74 - 62,-12
6:44,3,75 - 62,-13
6:21,3,75 - 65,-10
5:18,3,75 - 67,-8
4:40,3,77 - 67,-10
4:23,3,77 - 70,-7
3:57,3,77 - 71,-6
3:57,3,77 - 72,-5
3:28,3,80 - 72,-8
2:50,3,83 - 72,-11
2:00,3,83 - 75,-8
1:09,3,85 - 75,-10
0:43,3,86 - 75,-11
0:00,3,86 - 75,-11
0:00,3,86 - 75,-11
12:00,4,86 - 75,-11
11:33,4,88 - 75,-13
11:05,4,90 - 75,-15
10:53,4,90 - 78,-12
10:21,4,90 - 80,-10
9:43,4,90 - 83,-7
9:08,4,90 - 83,-7
8:58,4,92 - 83,-9
8:36,4,92 - 86,-6
8:02,4,92 - 89,-3
6:50,4,95 - 89,-6
6:25,4,95 - 91,-4
6:03,4,97 - 91,-6
5:40,4,97 - 93,-4
5:04,4,97 - 95,-2
4:02,4,99 - 95,-4
1:38,4,99 - 96,-3
1:17,4,100 - 96,-4
1:17,4,101 - 96,-5
1:10,4,101 - 98,-3
1:10,4,101 - 99,-2
0:11,4,101 - 99,-2
0:10,4,102 - 99,-3
0:02,4,103 - 99,-4
0:02,4,104 - 99,-5
0:00,4,104 - 99,-5
0:00,4,104 - 99,-5
