PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:50,1,0 - 2,2
10:50,1,0 - 3,3
10:32,1,0 - 4,4
10:32,1,0 - 5,5
9:37,1,1 - 5,4
8:26,1,3 - 5,2
7:55,1,3 - 7,4
7:34,1,3 - 9,6
7:16,1,6 - 9,3
6:30,1,6 - 12,6
6:14,1,8 - 12,4
5:44,1,8 - 14,6
5:06,1,8 - 17,9
4:38,1,10 - 17,7
4:20,1,10 - 19,9
4:10,1,12 - 19,7
3:43,1,14 - 19,5
2:38,1,14 - 20,6
2:38,1,14 - 21,7
1:48,1,17 - 21,4
1:31,1,17 - 23,6
1:31,1,17 - 24,7
1:18,1,20 - 24,4
0:36,1,23 - 24,1
0:00,1,23 - 24,1
12:00,2,23 - 24,1
11:38,2,25 - 24,-1
9:31,2,27 - 24,-3
9:17,2,27 - 25,-2
9:17,2,27 - 26,-1
9:05,2,29 - 26,-3
9:05,2,30 - 26,-4
8:40,2,31 - 26,-5
8:40,2,32 - 26,-6
8:29,2,32 - 29,-3
8:09,2,34 - 29,-5
6:51,2,35 - 29,-6
6:18,2,37 - 29,-8
5:49,2,39 - 29,-10
5:20,2,41 - 29,-12
4:53,2,42 - 29,-13
4:39,2,42 - 32,-10
4:04,2,42 - 33,-9
4:04,2,42 - 34,-8
3:50,2,43 - 34,-9
3:50,2,44 - 34,-10
3:50,2,45 - 34,-11
3:27,2,46 - 34,-12
3:27,2,47 - 34,-13
3:14,2,47 - 37,-10
1:45,2,49 - 37,-12
1:28,2,49 - 39,-10
1:15,2,49 - 42,-7
0:58,2,49 - 44,-5
0:43,2,50 - 44,-6
0:43,2,51 - 44,-7
0:28,2,53 - 44,-9
0:28,2,54 - 44,-10
0:28,2,55 - 44,-11
0:14,2,55 - 45,-10
0:14,2,55 - 46,-9
0:00,2,55 - 46,-9
12:00,3,55 - 46,-9
11:39,3,55 - 48,-7
10:47,3,57 - 48,-9
10:34,3,57 - 50,-7
8:58,3,58 - 50,-8
8:58,3,59 - 50,-9
8:58,3,60 - 50,-10
8:50,3,60 - 51,-9
7:53,3,60 - 53,-7
7:29,3,62 - 53,-9
7:16,3,62 - 55,-7
7:01,3,65 - 55,-10
5:55,3,67 - 55,-12
5:38,3,67 - 57,-10
5:18,3,67 - 59,-8
4:39,3,67 - 62,-5
4:14,3,67 - 64,-3
2:35,3,67 - 65,-2
2:09,3,67 - 67,TIE
1:49,3,70 - 67,-3
1:22,3,72 - 67,-5
1:00,3,72 - 68,-4
1:00,3,72 - 69,-3
0:25,3,72 - 71,-1
0:00,3,72 - 71,-1
12:00,4,72 - 71,-1
11:09,4,72 - 74,2
10:57,4,73 - 74,1
10:57,4,74 - 74,TIE
10:29,4,76 - 74,-2
10:20,4,76 - 76,TIE
10:20,4,76 - 77,1
9:04,4,78 - 77,-1
7:44,4,80 - 77,-3
7:26,4,80 - 79,-1
6:41,4,80 - 80,TIE
6:23,4,82 - 80,-2
6:23,4,83 - 80,-3
6:04,4,83 - 82,-1
5:47,4,85 - 82,-3
5:14,4,86 - 82,-4
5:14,4,87 - 82,-5
5:03,4,87 - 84,-3
4:40,4,88 - 84,-4
3:52,4,90 - 84,-6
3:03,4,91 - 84,-7
3:03,4,92 - 84,-8
2:49,4,92 - 86,-6
2:25,4,94 - 86,-8
2:21,4,94 - 88,-6
2:00,4,96 - 88,-8
1:44,4,96 - 90,-6
0:52,4,96 - 92,-4
0:35,4,98 - 92,-6
0:23,4,99 - 92,-7
0:23,4,100 - 92,-8
0:00,4,100 - 92,-8
