PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:24,1,0 - 3,3
11:01,1,2 - 3,1
10:39,1,2 - 5,3
10:22,1,4 - 5,1
10:09,1,4 - 7,3
9:50,1,4 - 9,5
9:34,1,7 - 9,2
9:11,1,7 - 11,4
9:11,1,7 - 12,5
8:28,1,9 - 12,3
8:06,1,10 - 12,2
7:37,1,12 - 12,TIE
7:20,1,13 - 12,-1
6:58,1,13 - 14,1
6:19,1,13 - 16,3
6:01,1,15 - 16,1
5:51,1,15 - 17,2
5:51,1,15 - 18,3
5:10,1,16 - 18,2
5:10,1,17 - 18,1
4:33,1,20 - 18,-2
3:54,1,20 - 20,TIE
3:07,1,20 - 22,2
2:36,1,20 - 24,4
1:36,1,21 - 24,3
1:02,1,23 - 24,1
0:42,1,23 - 25,2
0:42,1,23 - 26,3
0:00,1,23 - 26,3
12:00,2,23 - 26,3
11:46,2,23 - 27,4
11:46,2,23 - 28,5
11:15,2,23 - 29,6
11:15,2,23 - 30,7
10:04,2,25 - 30,5
10:04,2,26 - 30,4
9:50,2,26 - 32,6
9:50,2,26 - 33,7
9:25,2,28 - 33,5
8:39,2,28 - 35,7
7:40,2,28 - 37,9
7:11,2,30 - 37,7
6:54,2,30 - 39,9
6:46,2,33 - 39,6
6:18,2,33 - 41,8
5:47,2,33 - 43,10
5:24,2,36 - 43,7
5:24,2,37 - 43,6
4:53,2,39 - 43,4
4:33,2,39 - 45,6
4:01,2,40 - 45,5
3:46,2,40 - 47,7
3:36,2,42 - 47,5
3:36,2,43 - 47,4
3:22,2,43 - 49,6
2:54,2,45 - 49,4
2:40,2,45 - 51,6
2:28,2,47 - 51,4
2:10,2,50 - 51,1
1:29,2,50 - 53,3
1:05,2,52 - 53,1
0:56,2,52 - 55,3
0:49,2,53 - 55,2
0:00,2,55 - 55,TIE
0:00,2,55 - 55,TIE
0:00,2,55 - 55,TIE
12:00,3,55 - 55,TIE
11:44,3,57 - 55,-2
11:31,3,57 - 58,1
11:07,3,59 - 58,-1
10:24,3,59 - 61,2
9:48,3,59 - 63,4
9:21,3,59 - 65,6
9:01,3,59 - 66,7
9:01,3,59 - 67,8
9:01,3,59 - 68,9
8:19,3,59 - 70,11
8:02,3,62 - 70,8
7:41,3,62 - 72,10
7:25,3,62 - 74,12
6:45,3,62 - 76,14
6:24,3,64 - 76,12
5:19,3,66 - 76,10
4:43,3,66 - 78,12
4:27,3,69 - 78,9
4:18,3,69 - 79,10
4:18,3,69 - 80,11
4:18,3,69 - 81,12
3:59,3,71 - 81,10
3:20,3,74 - 81,7
3:04,3,74 - 84,10
2:20,3,74 - 85,11
2:18,3,77 - 85,8
1:08,3,79 - 85,6
0:56,3,79 - 87,8
0:36,3,81 - 87,6
0:28,3,81 - 89,8
0:11,3,82 - 89,7
0:00,3,82 - 89,7
12:00,4,82 - 89,7
11:41,4,84 - 89,5
11:19,4,84 - 91,7
10:52,4,85 - 91,6
10:52,4,86 - 91,5
10:33,4,86 - 93,7
10:33,4,86 - 94,8
10:02,4,86 - 95,9
10:02,4,86 - 96,10
9:42,4,86 - 98,12
9:26,4,88 - 98,10
7:30,4,90 - 98,8
7:08,4,90 - 101,11
6:51,4,91 - 101,10
6:44,4,94 - 101,7
6:23,4,94 - 103,9
5:45,4,94 - 105,11
4:54,4,97 - 105,8
3:57,4,97 - 107,10
3:36,4,97 - 108,11
3:18,4,97 - 109,12
3:18,4,97 - 110,13
3:07,4,100 - 110,10
2:47,4,100 - 112,12
2:07,4,100 - 114,14
2:01,4,101 - 114,13
2:01,4,102 - 114,12
1:44,4,102 - 117,15
1:19,4,103 - 117,14
1:19,4,104 - 117,13
0:22,4,106 - 117,11
0:00,4,106 - 117,11
