PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:14,1,2 - 0,-2
10:38,1,4 - 0,-4
10:16,1,4 - 2,-2
9:28,1,4 - 3,-1
9:28,1,4 - 4,TIE
9:13,1,4 - 6,2
8:52,1,6 - 6,TIE
8:26,1,6 - 8,2
8:07,1,8 - 8,TIE
7:22,1,10 - 8,-2
6:57,1,12 - 8,-4
6:45,1,12 - 10,-2
6:27,1,12 - 12,TIE
6:17,1,13 - 12,-1
5:56,1,13 - 14,1
5:42,1,15 - 14,-1
4:39,1,17 - 14,-3
4:19,1,17 - 15,-2
3:42,1,19 - 15,-4
3:29,1,19 - 17,-2
3:16,1,21 - 17,-4
2:53,1,24 - 17,-7
2:29,1,24 - 19,-5
2:18,1,25 - 19,-6
2:18,1,26 - 19,-7
2:06,1,26 - 20,-6
1:55,1,28 - 20,-8
1:43,1,28 - 21,-7
1:43,1,28 - 22,-6
1:29,1,30 - 22,-8
0:50,1,31 - 22,-9
0:05,1,33 - 22,-11
0:00,1,33 - 25,-8
0:00,1,33 - 25,-8
0:00,1,33 - 25,-8
12:00,2,33 - 25,-8
11:36,2,35 - 25,-10
10:15,2,35 - 27,-8
10:02,2,38 - 27,-11
9:29,2,40 - 27,-13
9:13,2,41 - 27,-14
8:56,2,41 - 29,-12
8:41,2,44 - 29,-15
8:25,2,44 - 31,-13
8:17,2,47 - 31,-16
8:04,2,47 - 32,-15
8:04,2,47 - 33,-14
7:48,2,49 - 33,-16
7:04,2,52 - 33,-19
6:06,2,52 - 35,-17
4:52,2,52 - 36,-16
4:52,2,52 - 37,-15
4:34,2,52 - 39,-13
4:20,2,54 - 39,-15
4:03,2,54 - 41,-13
3:45,2,56 - 41,-15
3:25,2,58 - 41,-17
3:02,2,58 - 43,-15
2:36,2,58 - 44,-14
2:09,2,59 - 44,-15
2:09,2,60 - 44,-16
1:43,2,60 - 45,-15
1:36,2,62 - 45,-17
1:36,2,63 - 45,-18
0:32,2,63 - 47,-16
0:23,2,65 - 47,-18
0:03,2,65 - 49,-16
0:00,2,65 - 49,-16
12:00,3,65 - 49,-16
11:11,3,65 - 51,-14
11:02,3,67 - 51,-16
10:37,3,67 - 52,-15
10:37,3,67 - 53,-14
10:27,3,70 - 53,-17
9:56,3,71 - 53,-18
9:35,3,71 - 56,-15
9:18,3,73 - 56,-17
7:52,3,73 - 58,-15
7:33,3,73 - 59,-14
7:33,3,73 - 60,-13
7:17,3,75 - 60,-15
6:30,3,75 - 62,-13
6:06,3,75 - 64,-11
5:35,3,75 - 65,-10
5:04,3,77 - 65,-12
4:02,3,80 - 65,-15
3:26,3,81 - 65,-16
3:26,3,82 - 65,-17
3:14,3,82 - 68,-14
2:59,3,84 - 68,-16
2:59,3,85 - 68,-17
2:43,3,85 - 69,-16
2:31,3,87 - 69,-18
1:41,3,87 - 71,-16
1:21,3,89 - 71,-18
1:11,3,89 - 73,-16
0:57,3,91 - 73,-18
0:48,3,91 - 75,-16
0:29,3,91 - 78,-13
0:00,3,91 - 78,-13
12:00,4,91 - 78,-13
11:38,4,91 - 80,-11
11:38,4,91 - 81,-10
11:02,4,91 - 84,-7
10:30,4,91 - 87,-4
10:29,4,91 - 87,-4
10:20,4,93 - 87,-6
9:30,4,96 - 87,-9
9:10,4,97 - 87,-10
9:10,4,98 - 87,-11
8:27,4,101 - 87,-14
8:13,4,101 - 89,-12
7:47,4,103 - 89,-14
7:29,4,103 - 91,-12
7:15,4,106 - 91,-15
6:03,4,106 - 94,-12
5:33,4,107 - 94,-13
5:33,4,108 - 94,-14
5:05,4,110 - 94,-16
4:52,4,110 - 96,-14
4:38,4,112 - 96,-16
3:53,4,112 - 99,-13
3:32,4,114 - 99,-15
3:04,4,117 - 99,-18
2:42,4,119 - 99,-20
2:29,4,119 - 101,-18
2:01,4,119 - 103,-16
1:41,4,122 - 103,-19
1:32,4,122 - 106,-16
1:20,4,124 - 106,-18
0:31,4,126 - 106,-20
0:26,4,126 - 109,-17
0:00,4,126 - 109,-17
