PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:48,1,0 - 2,2
11:30,1,2 - 2,TIE
11:03,1,4 - 2,-2
9:40,1,4 - 5,1
9:10,1,4 - 8,4
8:39,1,6 - 8,2
8:27,1,6 - 10,4
8:08,1,8 - 10,2
7:34,1,11 - 10,-1
7:01,1,11 - 12,1
5:55,1,13 - 12,-1
5:45,1,13 - 15,2
5:03,1,13 - 17,4
4:58,1,13 - 17,4
4:49,1,15 - 17,2
4:39,1,15 - 19,4
4:13,1,17 - 19,2
3:53,1,20 - 19,-1
2:20,1,20 - 21,1
2:09,1,22 - 21,-1
1:49,1,25 - 21,-4
1:35,1,25 - 23,-2
0:28,1,27 - 23,-4
0:00,1,27 - 23,-4
0:00,1,27 - 23,-4
12:00,2,27 - 23,-4
11:25,2,29 - 23,-6
10:57,2,29 - 24,-5
10:47,2,30 - 24,-6
10:47,2,31 - 24,-7
10:47,2,32 - 24,-8
10:13,2,34 - 24,-10
9:58,2,34 - 26,-8
9:43,2,36 - 26,-10
8:57,2,39 - 26,-13
8:32,2,41 - 26,-15
8:30,2,41 - 27,-14
7:41,2,41 - 29,-12
6:44,2,41 - 32,-9
6:29,2,44 - 32,-12
5:26,2,46 - 32,-14
5:03,2,46 - 34,-12
4:25,2,46 - 36,-10
4:13,2,49 - 36,-13
3:49,2,52 - 36,-16
2:27,2,54 - 36,-18
2:08,2,54 - 39,-15
1:49,2,54 - 41,-13
1:49,2,54 - 42,-12
0:26,2,56 - 42,-14
0:00,2,56 - 42,-14
12:00,3,56 - 42,-14
11:29,3,59 - 42,-17
10:24,3,60 - 42,-18
10:24,3,61 - 42,-19
9:56,3,61 - 45,-16
9:24,3,63 - 45,-18
9:09,3,63 - 47,-16
8:38,3,63 - 50,-13
7:58,3,66 - 50,-16
7:41,3,66 - 53,-13
6:24,3,68 - 53,-15
5:44,3,68 - 54,-14
4:27,3,69 - 54,-15
4:16,3,69 - 54,-15
4:16,3,69 - 55,-14
4:16,3,69 - 56,-13
4:16,3,69 - 57,-12
3:37,3,69 - 59,-10
3:18,3,71 - 59,-12
3:03,3,71 - 61,-10
3:03,3,71 - 62,-9
2:12,3,72 - 62,-10
2:12,3,73 - 62,-11
2:06,3,73 - 63,-10
2:06,3,73 - 64,-9
1:39,3,73 - 66,-7
1:39,3,73 - 67,-6
1:05,3,73 - 69,-4
0:35,3,73 - 72,-1
0:19,3,75 - 72,-3
0:00,3,75 - 72,-3
12:00,4,75 - 72,-3
11:43,4,75 - 74,-1
11:25,4,78 - 74,-4
10:42,4,80 - 74,-6
10:08,4,80 - 75,-5
10:03,4,80 - 78,-2
9:32,4,80 - 80,TIE
9:21,4,81 - 80,-1
7:59,4,83 - 80,-3
7:35,4,85 - 80,-5
7:00,4,87 - 80,-7
6:37,4,87 - 83,-4
6:17,4,89 - 83,-6
4:44,4,89 - 85,-4
4:12,4,89 - 86,-3
3:35,4,89 - 88,-1
3:35,4,89 - 89,TIE
3:06,4,89 - 91,2
2:44,4,89 - 94,5
2:30,4,92 - 94,2
1:42,4,92 - 97,5
1:32,4,93 - 97,4
1:32,4,94 - 97,3
1:16,4,94 - 99,5
0:24,4,94 - 100,6
0:21,4,94 - 101,7
0:21,4,94 - 102,8
0:02,4,94 - 103,9
0:00,4,94 - 103,9
