PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:14,1,2 - 0,-2
9:36,1,4 - 0,-4
9:22,1,4 - 1,-3
9:22,1,4 - 2,-2
8:48,1,4 - 4,TIE
8:31,1,7 - 4,-3
8:15,1,7 - 6,-1
7:27,1,7 - 9,2
6:42,1,9 - 9,TIE
6:22,1,9 - 12,3
6:04,1,11 - 12,1
5:22,1,11 - 14,3
4:51,1,11 - 17,6
4:07,1,13 - 17,4
3:07,1,13 - 19,6
2:48,1,16 - 19,3
2:35,1,16 - 22,6
2:15,1,18 - 22,4
0:02,1,20 - 22,2
0:00,1,20 - 22,2
12:00,2,20 - 22,2
11:49,2,20 - 25,5
11:27,2,23 - 25,2
11:05,2,23 - 27,4
10:28,2,23 - 29,6
10:05,2,25 - 29,4
9:50,2,25 - 31,6
9:13,2,25 - 33,8
8:57,2,28 - 33,5
8:41,2,28 - 35,7
7:55,2,30 - 35,5
7:37,2,30 - 38,8
6:28,2,30 - 40,10
5:47,2,30 - 43,13
5:02,2,32 - 43,11
4:37,2,34 - 43,9
4:03,2,35 - 43,8
4:03,2,36 - 43,7
2:42,2,38 - 43,5
2:13,2,40 - 43,3
1:58,2,40 - 45,5
1:42,2,43 - 45,2
1:05,2,43 - 47,4
0:01,2,43 - 49,6
0:00,2,43 - 49,6
12:00,3,43 - 49,6
11:19,3,45 - 49,4
10:44,3,45 - 51,6
10:44,3,45 - 52,7
10:30,3,47 - 52,5
10:11,3,47 - 54,7
9:54,3,49 - 54,5
9:39,3,49 - 57,8
9:27,3,51 - 57,6
9:12,3,51 - 59,8
8:56,3,53 - 59,6
8:46,3,53 - 61,8
7:40,3,55 - 61,6
6:47,3,55 - 64,9
5:45,3,55 - 66,11
5:26,3,57 - 66,9
5:15,3,57 - 68,11
4:48,3,57 - 70,13
3:45,3,57 - 72,15
3:09,3,57 - 75,18
2:57,3,58 - 75,17
2:57,3,59 - 75,16
2:44,3,59 - 76,17
2:27,3,62 - 76,14
2:13,3,62 - 77,15
2:04,3,64 - 77,13
1:45,3,64 - 79,15
0:02,3,66 - 79,13
0:02,3,67 - 79,12
0:00,3,67 - 79,12
12:00,4,67 - 79,12
11:03,4,67 - 82,15
10:04,4,70 - 82,12
9:46,4,70 - 84,14
9:24,4,72 - 84,12
9:13,4,72 - 86,14
8:47,4,72 - 87,15
8:31,4,72 - 89,17
7:38,4,74 - 89,15
7:21,4,74 - 92,18
6:56,4,74 - 93,19
6:56,4,74 - 94,20
6:41,4,77 - 94,17
6:20,4,77 - 97,20
6:07,4,78 - 97,19
6:07,4,79 - 97,18
5:29,4,79 - 99,20
5:08,4,81 - 99,18
4:10,4,81 - 101,20
3:48,4,83 - 101,18
3:33,4,83 - 104,21
2:44,4,83 - 106,23
2:09,4,83 - 109,26
1:41,4,86 - 109,23
1:01,4,89 - 109,20
0:47,4,91 - 109,18
0:12,4,91 - 111,20
0:00,4,91 - 111,20
