PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:46,1,2 - 0,-2
10:33,1,2 - 2,TIE
10:08,1,2 - 4,2
9:44,1,2 - 6,4
9:28,1,3 - 6,3
9:13,1,3 - 8,5
8:48,1,3 - 10,7
8:07,1,3 - 12,9
7:21,1,5 - 12,7
6:49,1,5 - 14,9
6:10,1,5 - 16,11
5:55,1,8 - 16,8
5:30,1,8 - 18,10
5:07,1,8 - 20,12
4:15,1,10 - 20,10
3:54,1,10 - 22,12
3:12,1,10 - 25,15
2:48,1,10 - 26,16
2:48,1,10 - 27,17
2:32,1,13 - 27,14
1:37,1,13 - 28,15
1:26,1,14 - 28,14
1:01,1,17 - 28,11
0:00,1,17 - 28,11
12:00,2,17 - 28,11
11:47,2,17 - 30,13
11:19,2,17 - 31,14
11:19,2,17 - 32,15
11:07,2,20 - 32,12
10:09,2,22 - 32,10
9:54,2,22 - 34,12
9:38,2,25 - 34,9
9:12,2,25 - 35,10
9:12,2,25 - 36,11
8:54,2,27 - 36,9
8:48,2,27 - 38,11
8:31,2,29 - 38,9
8:17,2,29 - 40,11
8:03,2,31 - 40,9
7:38,2,33 - 40,7
6:46,2,33 - 42,9
5:37,2,35 - 42,7
5:15,2,35 - 44,9
5:02,2,37 - 44,7
4:33,2,37 - 46,9
4:18,2,40 - 46,6
4:00,2,40 - 47,7
4:00,2,40 - 48,8
3:39,2,41 - 48,7
3:39,2,42 - 48,6
3:26,2,42 - 51,9
3:10,2,44 - 51,7
2:17,2,44 - 53,9
2:04,2,45 - 53,8
2:04,2,46 - 53,7
1:44,2,46 - 55,9
1:24,2,49 - 55,6
0:48,2,49 - 57,8
0:39,2,52 - 57,5
0:00,2,52 - 57,5
12:00,3,52 - 57,5
11:36,3,52 - 59,7
11:21,3,54 - 59,5
11:05,3,56 - 59,3
10:14,3,57 - 59,2
9:56,3,59 - 59,TIE
9:23,3,59 - 60,1
9:23,3,59 - 61,2
8:48,3,59 - 64,5
8:05,3,59 - 66,7
7:30,3,59 - 68,9
7:08,3,61 - 68,7
6:11,3,61 - 69,8
6:02,3,64 - 69,5
5:15,3,64 - 69,5
3:44,3,64 - 71,7
3:20,3,67 - 71,4
2:40,3,69 - 71,2
0:47,3,71 - 71,TIE
0:00,3,71 - 71,TIE
12:00,4,71 - 71,TIE
11:17,4,71 - 73,2
11:17,4,71 - 74,3
11:06,4,72 - 74,2
11:06,4,73 - 74,1
10:22,4,73 - 77,4
9:13,4,76 - 77,1
9:13,4,77 - 77,TIE
8:44,4,77 - 79,2
8:23,4,80 - 79,-1
7:17,4,82 - 79,-3
6:45,4,84 - 79,-5
5:22,4,84 - 81,-3
5:22,4,84 - 82,-2
4:21,4,85 - 82,-3
4:07,4,85 - 83,-2
4:07,4,85 - 84,-1
3:55,4,87 - 84,-3
3:55,4,88 - 84,-4
3:43,4,88 - 85,-3
3:26,4,90 - 85,-5
3:15,4,90 - 87,-3
2:19,4,90 - 89,-1
1:57,4,92 - 89,-3
0:57,4,93 - 89,-4
0:45,4,96 - 89,-7
0:39,4,96 - 92,-4
0:20,4,97 - 92,-5
0:20,4,98 - 92,-6
0:16,4,98 - 93,-5
0:15,4,99 - 93,-6
0:15,4,100 - 93,-7
0:00,4,100 - 93,-7
