PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:32,1,2 - 0,-2
11:17,1,2 - 2,TIE
10:25,1,2 - 4,2
10:03,1,4 - 4,TIE
9:46,1,4 - 6,2
9:38,1,7 - 6,-1
8:55,1,9 - 6,-3
8:42,1,9 - 8,-1
8:42,1,9 - 9,TIE
8:17,1,9 - 11,2
8:04,1,12 - 11,-1
7:55,1,12 - 12,TIE
7:28,1,12 - 14,2
7:12,1,12 - 17,5
6:47,1,12 - 19,7
6:27,1,14 - 19,5
5:52,1,14 - 21,7
5:03,1,14 - 24,10
4:47,1,15 - 24,9
4:47,1,16 - 24,8
4:13,1,16 - 26,10
4:00,1,19 - 26,7
3:41,1,19 - 28,9
2:54,1,19 - 28,9
2:47,1,19 - 30,11
2:17,1,21 - 30,9
1:58,1,21 - 32,11
1:43,1,22 - 32,10
1:26,1,22 - 34,12
1:09,1,23 - 34,11
1:09,1,24 - 34,10
0:36,1,26 - 34,8
0:00,1,26 - 34,8
12:00,2,26 - 34,8
11:45,2,28 - 34,6
11:25,2,28 - 37,9
11:00,2,29 - 37,8
11:00,2,30 - 37,7
10:15,2,32 - 37,5
9:33,2,32 - 39,7
9:09,2,34 - 39,5
8:39,2,37 - 39,2
7:59,2,40 - 39,-1
7:45,2,40 - 40,TIE
7:45,2,40 - 41,1
7:31,2,43 - 41,-2
6:58,2,43 - 44,1
6:34,2,46 - 44,-2
6:34,2,46 - 44,-2
6:05,2,48 - 44,-4
5:50,2,48 - 46,-2
5:31,2,50 - 46,-4
5:18,2,50 - 48,-2
4:55,2,52 - 48,-4
4:40,2,52 - 51,-1
4:18,2,54 - 51,-3
4:07,2,54 - 53,-1
3:47,2,56 - 53,-3
3:23,2,56 - 55,-1
3:10,2,59 - 55,-4
2:27,2,59 - 56,-3
2:27,2,59 - 57,-2
2:16,2,61 - 57,-4
2:00,2,61 - 58,-3
2:00,2,61 - 59,-2
1:47,2,63 - 59,-4
1:15,2,66 - 59,-7
0:44,2,67 - 59,-8
0:00,2,67 - 61,-6
0:00,2,67 - 61,-6
12:00,3,67 - 61,-6
10:14,3,67 - 63,-4
9:52,3,67 - 66,-1
9:05,3,67 - 68,1
8:48,3,70 - 68,-2
8:22,3,70 - 70,TIE
7:42,3,71 - 70,-1
7:42,3,72 - 70,-2
7:00,3,72 - 72,TIE
7:00,3,72 - 73,1
6:33,3,72 - 75,3
6:08,3,74 - 75,1
5:54,3,74 - 77,3
5:28,3,76 - 77,1
5:11,3,76 - 79,3
4:44,3,77 - 79,2
3:54,3,77 - 82,5
3:10,3,77 - 85,8
2:51,3,78 - 85,7
2:44,3,81 - 85,4
2:26,3,81 - 88,7
2:10,3,82 - 88,6
2:10,3,83 - 88,5
1:38,3,83 - 89,6
1:38,3,83 - 90,7
1:00,3,83 - 92,9
0:37,3,85 - 92,7
0:29,3,85 - 95,10
0:01,3,85 - 95,10
0:01,3,85 - 98,13
0:00,3,85 - 97,12
0:00,3,85 - 98,13
12:00,4,85 - 98,13
10:55,4,85 - 100,15
10:32,4,87 - 100,13
10:17,4,87 - 102,15
10:00,4,89 - 102,13
9:34,4,89 - 104,15
9:22,4,89 - 104,15
9:22,4,90 - 104,14
9:22,4,91 - 104,13
8:56,4,91 - 106,15
8:05,4,94 - 106,12
7:49,4,94 - 107,13
7:49,4,94 - 108,14
7:28,4,96 - 108,12
7:07,4,96 - 110,14
6:51,4,98 - 110,12
6:27,4,100 - 110,10
6:08,4,100 - 112,12
5:18,4,100 - 114,14
4:41,4,100 - 115,15
4:41,4,100 - 116,16
4:41,4,100 - 117,17
4:33,4,101 - 117,16
4:33,4,102 - 117,15
4:22,4,102 - 119,17
4:03,4,102 - 122,20
4:03,4,102 - 123,21
3:39,4,105 - 123,18
3:00,4,107 - 123,16
2:16,4,107 - 125,18
1:49,4,107 - 127,20
1:32,4,107 - 130,23
1:15,4,109 - 130,21
0:50,4,109 - 131,22
0:50,4,109 - 132,23
0:43,4,110 - 132,22
0:27,4,111 - 132,21
0:04,4,111 - 134,23
0:00,4,111 - 134,23
