PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:23,1,3 - 0,-3
9:58,1,5 - 0,-5
9:28,1,7 - 0,-7
9:17,1,7 - 1,-6
8:23,1,7 - 2,-5
8:17,1,8 - 2,-6
8:05,1,8 - 4,-4
7:35,1,8 - 6,-2
7:34,1,10 - 6,-4
7:07,1,10 - 8,-2
6:49,1,12 - 8,-4
6:32,1,12 - 10,-2
6:14,1,14 - 10,-4
6:01,1,14 - 11,-3
5:40,1,14 - 13,-1
4:50,1,14 - 16,2
4:31,1,15 - 16,1
4:31,1,16 - 16,TIE
3:47,1,18 - 16,-2
3:13,1,20 - 16,-4
3:03,1,20 - 18,-2
2:53,1,22 - 18,-4
2:10,1,24 - 18,-6
1:39,1,26 - 18,-8
1:39,1,27 - 18,-9
1:12,1,28 - 18,-10
1:00,1,28 - 19,-9
1:00,1,28 - 20,-8
0:55,1,30 - 20,-10
0:43,1,30 - 21,-9
0:01,1,32 - 21,-11
0:00,1,32 - 21,-11
12:00,2,32 - 21,-11
10:55,2,32 - 23,-9
10:17,2,32 - 26,-6
9:52,2,34 - 26,-8
9:40,2,34 - 29,-5
8:46,2,36 - 29,-7
8:25,2,36 - 31,-5
7:57,2,36 - 33,-3
7:35,2,36 - 35,-1
6:59,2,36 - 37,1
6:11,2,39 - 37,-2
5:56,2,39 - 38,-1
5:56,2,39 - 39,TIE
5:38,2,41 - 39,-2
5:08,2,41 - 41,TIE
4:35,2,41 - 43,2
4:24,2,43 - 43,TIE
3:45,2,43 - 45,2
3:24,2,45 - 45,TIE
2:55,2,48 - 45,-3
2:31,2,48 - 47,-1
2:31,2,48 - 48,TIE
2:10,2,48 - 50,2
1:55,2,48 - 51,3
1:55,2,48 - 52,4
1:33,2,51 - 52,1
1:16,2,54 - 52,-2
0:45,2,54 - 53,-1
0:02,2,56 - 53,-3
0:00,2,56 - 53,-3
12:00,3,56 - 53,-3
11:17,3,56 - 55,-1
9:55,3,58 - 55,-3
9:14,3,58 - 56,-2
8:35,3,58 - 58,TIE
8:18,3,60 - 58,-2
7:53,3,60 - 60,TIE
7:21,3,60 - 62,2
7:09,3,62 - 62,TIE
6:54,3,62 - 64,2
6:41,3,64 - 64,TIE
5:55,3,64 - 66,2
5:06,3,65 - 66,1
4:28,3,67 - 66,-1
4:28,3,68 - 66,-2
3:46,3,68 - 68,TIE
2:00,3,70 - 68,-2
2:00,3,71 - 68,-3
1:41,3,71 - 70,-1
1:18,3,73 - 70,-3
0:11,3,73 - 73,TIE
0:00,3,76 - 73,-3
0:00,3,76 - 73,-3
12:00,4,76 - 73,-3
11:38,4,76 - 74,-2
10:56,4,76 - 76,TIE
10:36,4,78 - 76,-2
10:08,4,78 - 78,TIE
9:22,4,81 - 78,-3
8:38,4,81 - 79,-2
8:38,4,81 - 80,-1
8:13,4,84 - 80,-4
7:47,4,84 - 81,-3
6:45,4,84 - 83,-1
6:22,4,87 - 83,-4
5:39,4,87 - 85,-2
4:59,4,89 - 85,-4
4:34,4,89 - 87,-2
4:27,4,90 - 87,-3
3:39,4,90 - 89,-1
3:21,4,92 - 89,-3
3:07,4,92 - 92,TIE
2:16,4,94 - 92,-2
1:48,4,96 - 92,-4
1:02,4,96 - 95,-1
0:30,4,97 - 95,-2
0:30,4,98 - 95,-3
0:23,4,98 - 96,-2
0:20,4,99 - 96,-3
0:20,4,100 - 96,-4
0:08,4,101 - 96,-5
0:00,4,101 - 96,-5
