PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:38,1,2 - 0,-2
11:09,1,5 - 0,-5
10:34,1,7 - 0,-7
9:39,1,7 - 1,-6
9:39,1,7 - 2,-5
9:21,1,9 - 2,-7
8:47,1,11 - 2,-9
8:24,1,14 - 2,-12
8:07,1,14 - 4,-10
7:49,1,16 - 4,-12
7:25,1,16 - 6,-10
7:07,1,19 - 6,-13
6:55,1,19 - 8,-11
5:55,1,22 - 8,-14
5:13,1,24 - 8,-16
4:52,1,24 - 10,-14
4:30,1,25 - 10,-15
3:40,1,27 - 10,-17
3:21,1,27 - 12,-15
2:29,1,27 - 15,-12
1:16,1,28 - 15,-13
1:16,1,29 - 15,-14
1:16,1,30 - 15,-15
1:02,1,31 - 15,-16
1:02,1,32 - 15,-17
0:49,1,32 - 17,-15
0:01,1,34 - 17,-17
0:00,1,34 - 17,-17
12:00,2,34 - 17,-17
11:50,2,34 - 18,-16
10:59,2,36 - 18,-18
10:38,2,36 - 20,-16
10:22,2,38 - 20,-18
10:08,2,38 - 23,-15
9:29,2,38 - 25,-13
9:15,2,40 - 25,-15
8:33,2,40 - 27,-13
8:08,2,42 - 27,-15
7:52,2,42 - 29,-13
7:28,2,44 - 29,-15
7:03,2,44 - 31,-13
6:35,2,44 - 34,-10
6:10,2,44 - 36,-8
5:43,2,44 - 38,-6
5:05,2,44 - 41,-3
4:34,2,44 - 42,-2
4:34,2,44 - 43,-1
3:47,2,44 - 45,1
3:19,2,46 - 45,-1
2:13,2,49 - 45,-4
1:54,2,49 - 47,-2
1:28,2,51 - 47,-4
1:06,2,53 - 47,-6
1:06,2,54 - 47,-7
0:52,2,54 - 49,-5
0:33,2,55 - 49,-6
0:33,2,56 - 49,-7
0:21,2,57 - 49,-8
0:03,2,57 - 52,-5
0:00,2,57 - 52,-5
12:00,3,57 - 52,-5
11:48,3,57 - 53,-4
11:48,3,57 - 54,-3
11:29,3,59 - 54,-5
10:55,3,61 - 54,-7
10:04,3,61 - 57,-4
9:21,3,63 - 57,-6
9:11,3,63 - 59,-4
8:46,3,63 - 61,-2
7:51,3,65 - 61,-4
7:44,3,65 - 62,-3
6:37,3,67 - 62,-5
6:15,3,67 - 64,-3
6:01,3,67 - 64,-3
5:56,3,68 - 64,-4
5:56,3,69 - 64,-5
5:43,3,69 - 66,-3
5:18,3,71 - 66,-5
5:05,3,71 - 68,-3
4:45,3,73 - 68,-5
4:17,3,73 - 70,-3
3:18,3,73 - 70,-3
3:18,3,73 - 71,-2
3:18,3,73 - 72,-1
2:34,3,73 - 74,1
2:15,3,74 - 74,TIE
2:15,3,75 - 74,-1
2:01,3,75 - 75,TIE
2:01,3,75 - 76,1
1:53,3,75 - 78,3
1:44,3,77 - 78,1
1:14,3,79 - 78,-1
0:51,3,79 - 79,TIE
0:51,3,79 - 80,1
0:00,3,82 - 80,-2
0:00,3,82 - 80,-2
0:00,3,82 - 80,-2
12:00,4,82 - 80,-2
11:22,4,82 - 81,-1
11:22,4,82 - 82,TIE
11:03,4,85 - 82,-3
10:47,4,85 - 83,-2
10:47,4,85 - 84,-1
10:30,4,87 - 84,-3
9:39,4,87 - 86,-1
8:59,4,87 - 89,2
8:06,4,89 - 89,TIE
7:48,4,89 - 91,2
7:33,4,91 - 91,TIE
7:17,4,91 - 92,1
7:17,4,91 - 93,2
6:44,4,93 - 93,TIE
6:25,4,93 - 94,1
6:25,4,93 - 95,2
6:13,4,96 - 95,-1
5:46,4,96 - 98,2
5:22,4,96 - 99,3
5:06,4,98 - 99,1
4:13,4,98 - 101,3
2:50,4,100 - 101,1
2:11,4,102 - 101,-1
1:10,4,102 - 103,1
0:40,4,105 - 103,-2
0:36,4,105 - 105,TIE
0:19,4,107 - 105,-2
0:07,4,108 - 105,-3
0:00,4,108 - 105,-3
