PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:36,1,0 - 1,1
11:36,1,0 - 2,2
11:10,1,0 - 4,4
10:46,1,2 - 4,2
10:28,1,2 - 6,4
9:21,1,4 - 6,2
8:47,1,6 - 6,TIE
8:35,1,6 - 8,2
8:24,1,9 - 8,-1
7:56,1,11 - 8,-3
7:45,1,11 - 9,-2
7:45,1,11 - 10,-1
7:05,1,11 - 12,1
6:51,1,11 - 15,4
6:51,1,11 - 16,5
5:34,1,13 - 16,3
5:19,1,13 - 17,4
5:19,1,13 - 18,5
5:08,1,16 - 18,2
4:46,1,17 - 18,1
4:46,1,18 - 18,TIE
4:26,1,18 - 20,2
4:02,1,20 - 20,TIE
4:02,1,21 - 20,-1
3:43,1,21 - 21,TIE
3:34,1,23 - 21,-2
3:19,1,23 - 23,TIE
2:48,1,23 - 25,2
2:17,1,23 - 26,3
1:19,1,23 - 29,6
0:48,1,23 - 31,8
0:07,1,25 - 31,6
0:00,1,25 - 34,9
0:00,1,25 - 34,9
12:00,2,25 - 34,9
11:15,2,25 - 37,12
10:32,2,27 - 37,10
10:32,2,28 - 37,9
9:37,2,29 - 37,8
9:37,2,30 - 37,7
9:14,2,30 - 38,8
9:14,2,30 - 39,9
8:25,2,33 - 39,6
7:41,2,33 - 42,9
7:04,2,33 - 45,12
6:06,2,34 - 45,11
6:06,2,35 - 45,10
5:50,2,35 - 47,12
4:57,2,35 - 49,14
2:51,2,37 - 49,12
2:51,2,38 - 49,11
2:26,2,40 - 49,9
2:01,2,42 - 49,7
1:45,2,42 - 50,8
1:45,2,42 - 51,9
1:45,2,42 - 52,10
1:16,2,42 - 54,12
1:01,2,45 - 54,9
0:48,2,45 - 57,12
0:38,2,47 - 57,10
0:32,2,47 - 59,12
0:00,2,47 - 59,12
12:00,3,47 - 59,12
11:21,3,49 - 59,10
10:40,3,51 - 59,8
10:30,3,51 - 61,10
10:19,3,53 - 61,8
10:00,3,53 - 62,9
9:40,3,56 - 62,6
9:30,3,56 - 63,7
9:01,3,56 - 66,10
8:49,3,57 - 66,9
8:39,3,57 - 69,12
7:40,3,57 - 71,14
7:24,3,58 - 71,13
6:58,3,58 - 73,15
6:42,3,60 - 73,13
6:24,3,62 - 73,11
6:03,3,62 - 74,12
6:03,3,62 - 75,13
5:52,3,64 - 75,11
5:29,3,64 - 76,12
5:29,3,64 - 77,13
5:15,3,67 - 77,10
4:57,3,67 - 79,12
4:18,3,67 - 80,13
4:18,3,67 - 81,14
4:02,3,67 - 84,17
3:37,3,67 - 86,19
3:03,3,69 - 86,17
2:30,3,72 - 86,14
1:40,3,72 - 88,16
0:00,3,72 - 88,16
12:00,4,72 - 88,16
11:07,4,72 - 90,18
11:07,4,72 - 91,19
10:57,4,74 - 91,17
10:19,4,76 - 91,15
9:50,4,78 - 91,13
9:33,4,78 - 93,15
9:12,4,81 - 93,12
8:43,4,83 - 93,10
7:59,4,85 - 93,8
7:36,4,87 - 93,6
6:38,4,90 - 93,3
5:56,4,90 - 96,6
5:26,4,90 - 98,8
5:10,4,92 - 98,6
4:12,4,92 - 101,9
3:53,4,95 - 101,6
3:27,4,95 - 104,9
2:58,4,95 - 107,12
1:52,4,95 - 109,14
1:22,4,95 - 111,16
1:20,4,95 - 113,18
1:14,4,97 - 113,16
0:48,4,99 - 113,14
0:27,4,99 - 114,15
0:27,4,99 - 115,16
0:00,4,99 - 115,16
