PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:38,1,1 - 0,-1
11:38,1,2 - 0,-2
11:11,1,5 - 0,-5
10:16,1,8 - 0,-8
10:03,1,8 - 2,-6
9:13,1,8 - 5,-3
8:52,1,10 - 5,-5
8:37,1,10 - 5,-5
8:37,1,10 - 6,-4
8:37,1,10 - 7,-3
7:47,1,12 - 7,-5
7:29,1,12 - 9,-3
6:55,1,12 - 12,TIE
6:38,1,14 - 12,-2
6:24,1,14 - 13,-1
6:24,1,14 - 14,TIE
6:10,1,16 - 14,-2
5:56,1,16 - 16,TIE
5:29,1,16 - 18,2
5:03,1,16 - 21,5
4:27,1,18 - 21,3
4:01,1,20 - 21,1
4:01,1,21 - 21,TIE
3:41,1,21 - 24,3
3:27,1,24 - 24,TIE
2:50,1,26 - 24,-2
2:34,1,26 - 27,1
1:05,1,26 - 30,4
0:31,1,26 - 32,6
0:13,1,28 - 32,4
0:00,1,28 - 35,7
0:00,1,28 - 35,7
0:00,1,28 - 35,7
12:00,2,28 - 35,7
10:24,2,28 - 38,10
9:11,2,28 - 39,11
9:11,2,28 - 40,12
8:54,2,30 - 40,10
8:18,2,30 - 43,13
8:07,2,30 - 43,13
7:47,2,30 - 45,15
6:53,2,32 - 45,13
6:22,2,33 - 45,12
5:57,2,35 - 45,10
5:29,2,37 - 45,8
5:16,2,39 - 45,6
4:55,2,39 - 47,8
3:34,2,40 - 47,7
3:34,2,41 - 47,6
3:24,2,41 - 48,7
3:24,2,41 - 49,8
3:24,2,41 - 50,9
3:06,2,42 - 50,8
3:06,2,43 - 50,7
2:04,2,45 - 50,5
1:48,2,45 - 53,8
1:29,2,47 - 53,6
1:07,2,50 - 53,3
0:41,2,50 - 55,5
0:11,2,52 - 55,3
0:01,2,52 - 57,5
0:00,2,52 - 57,5
12:00,3,52 - 57,5
11:17,3,52 - 60,8
9:54,3,52 - 63,11
9:17,3,52 - 65,13
9:17,3,52 - 66,14
8:24,3,54 - 66,12
8:00,3,54 - 68,14
6:55,3,54 - 70,16
6:41,3,56 - 70,14
5:40,3,58 - 70,12
5:23,3,58 - 73,15
4:51,3,58 - 76,18
4:25,3,58 - 77,19
4:25,3,58 - 78,20
4:25,3,58 - 79,21
4:01,3,60 - 79,19
3:30,3,62 - 79,17
2:48,3,62 - 80,18
2:33,3,65 - 80,15
2:11,3,67 - 80,13
1:48,3,69 - 80,11
1:26,3,69 - 83,14
1:04,3,71 - 83,12
0:41,3,71 - 84,13
0:41,3,71 - 85,14
0:03,3,71 - 86,15
0:03,3,71 - 87,16
0:00,3,71 - 87,16
12:00,4,71 - 87,16
11:17,4,71 - 90,19
10:59,4,73 - 90,17
9:59,4,75 - 90,15
9:09,4,75 - 92,17
6:19,4,75 - 95,20
6:10,4,78 - 95,17
5:05,4,78 - 97,19
4:26,4,78 - 100,22
4:02,4,80 - 100,20
3:39,4,80 - 103,23
3:00,4,80 - 104,24
3:00,4,80 - 105,25
2:51,4,83 - 105,22
2:29,4,83 - 108,25
1:56,4,83 - 110,27
1:47,4,84 - 110,26
1:47,4,85 - 110,25
0:38,4,85 - 111,26
0:14,4,87 - 111,24
0:00,4,87 - 111,24
