PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:32,1,0 - 3,3
11:15,1,2 - 3,1
10:57,1,4 - 3,-1
10:21,1,6 - 3,-3
9:52,1,8 - 3,-5
9:32,1,10 - 3,-7
9:10,1,11 - 3,-8
8:44,1,11 - 5,-6
7:48,1,11 - 8,-3
6:56,1,13 - 8,-5
6:31,1,13 - 10,-3
6:11,1,15 - 10,-5
5:51,1,15 - 11,-4
5:51,1,15 - 12,-3
5:32,1,17 - 12,-5
5:25,1,17 - 14,-3
5:25,1,17 - 15,-2
5:11,1,18 - 15,-3
5:11,1,19 - 15,-4
4:59,1,19 - 17,-2
4:21,1,19 - 19,TIE
4:02,1,19 - 21,2
3:47,1,19 - 22,3
3:47,1,19 - 23,4
3:04,1,21 - 23,2
2:47,1,22 - 23,1
2:47,1,23 - 23,TIE
2:37,1,23 - 25,2
1:21,1,26 - 25,-1
1:06,1,26 - 27,1
0:48,1,26 - 28,2
0:36,1,27 - 28,1
0:36,1,28 - 28,TIE
0:32,1,28 - 30,2
0:00,1,28 - 30,2
12:00,2,28 - 30,2
11:26,2,29 - 30,1
11:26,2,30 - 30,TIE
11:13,2,30 - 32,2
11:13,2,30 - 33,3
10:57,2,32 - 33,1
9:57,2,32 - 35,3
9:37,2,35 - 35,TIE
7:53,2,37 - 35,-2
7:29,2,37 - 37,TIE
6:50,2,37 - 39,2
6:26,2,37 - 41,4
6:02,2,40 - 41,1
4:59,2,40 - 43,3
4:27,2,42 - 43,1
3:19,2,44 - 43,-1
2:36,2,46 - 43,-3
1:52,2,46 - 44,-2
1:52,2,46 - 45,-1
1:35,2,46 - 46,TIE
1:35,2,46 - 47,1
1:15,2,46 - 48,2
1:15,2,46 - 49,3
1:00,2,47 - 49,2
1:00,2,48 - 49,1
0:49,2,48 - 51,3
0:33,2,51 - 51,TIE
0:00,2,53 - 51,-2
0:00,2,53 - 51,-2
12:00,3,53 - 51,-2
11:38,3,54 - 51,-3
10:35,3,55 - 51,-4
10:35,3,56 - 51,-5
9:46,3,56 - 54,-2
9:25,3,56 - 55,-1
9:25,3,56 - 56,TIE
8:44,3,56 - 58,2
7:01,3,56 - 60,4
6:39,3,58 - 60,2
6:03,3,60 - 60,TIE
5:05,3,62 - 60,-2
5:05,3,63 - 60,-3
4:46,3,63 - 63,TIE
4:21,3,65 - 63,-2
4:00,3,68 - 63,-5
3:35,3,71 - 63,-8
3:03,3,71 - 65,-6
2:51,3,73 - 65,-8
2:28,3,73 - 67,-6
1:57,3,76 - 67,-9
1:32,3,77 - 67,-10
1:32,3,78 - 67,-11
0:56,3,78 - 69,-9
0:00,3,78 - 72,-6
0:00,3,78 - 72,-6
0:00,3,78 - 72,-6
12:00,4,78 - 72,-6
11:22,4,78 - 73,-5
11:22,4,78 - 74,-4
11:22,4,78 - 75,-3
10:58,4,78 - 77,-1
10:58,4,78 - 78,TIE
10:40,4,78 - 80,2
9:45,4,80 - 80,TIE
9:37,4,80 - 81,1
9:37,4,80 - 82,2
9:24,4,82 - 82,TIE
8:34,4,82 - 85,3
8:19,4,84 - 85,1
8:03,4,84 - 86,2
8:03,4,84 - 87,3
8:03,4,84 - 88,4
7:44,4,87 - 88,1
7:20,4,87 - 90,3
6:50,4,89 - 90,1
6:18,4,89 - 92,3
6:03,4,91 - 92,1
5:55,4,91 - 93,2
5:17,4,93 - 93,TIE
3:54,4,94 - 93,-1
3:19,4,96 - 93,-3
2:21,4,98 - 93,-5
1:55,4,100 - 93,-7
1:10,4,102 - 93,-9
0:32,4,102 - 95,-7
0:31,4,102 - 95,-7
0:30,4,103 - 95,-8
0:30,4,104 - 95,-9
0:00,4,104 - 95,-9
