PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:41,1,2 - 0,-2
10:52,1,4 - 0,-4
10:22,1,6 - 0,-6
10:07,1,6 - 1,-5
10:07,1,6 - 2,-4
9:58,1,7 - 2,-5
9:58,1,8 - 2,-6
9:47,1,8 - 4,-4
9:12,1,10 - 4,-6
8:50,1,10 - 6,-4
8:36,1,12 - 6,-6
8:02,1,14 - 6,-8
7:20,1,14 - 7,-7
7:11,1,17 - 7,-10
6:45,1,17 - 9,-8
6:33,1,17 - 11,-6
5:35,1,19 - 11,-8
5:19,1,19 - 14,-5
4:48,1,19 - 16,-3
4:29,1,21 - 16,-5
4:03,1,22 - 16,-6
2:43,1,24 - 16,-8
1:09,1,24 - 18,-6
0:45,1,26 - 18,-8
0:35,1,26 - 20,-6
0:26,1,28 - 20,-8
0:06,1,28 - 21,-7
0:06,1,28 - 22,-6
0:02,1,31 - 22,-9
0:02,1,32 - 22,-10
0:00,1,32 - 22,-10
12:00,2,32 - 22,-10
11:29,2,33 - 22,-11
11:29,2,34 - 22,-12
11:17,2,34 - 23,-11
11:17,2,34 - 24,-10
11:07,2,36 - 24,-12
10:45,2,36 - 26,-10
10:23,2,38 - 26,-12
10:23,2,39 - 26,-13
10:13,2,39 - 28,-11
9:57,2,39 - 30,-9
9:39,2,41 - 30,-11
9:27,2,41 - 32,-9
9:08,2,42 - 32,-10
8:35,2,45 - 32,-13
7:58,2,47 - 32,-15
7:43,2,47 - 34,-13
6:56,2,48 - 34,-14
6:56,2,49 - 34,-15
6:44,2,51 - 34,-17
6:29,2,51 - 36,-15
5:56,2,53 - 36,-17
5:23,2,55 - 36,-19
5:00,2,55 - 38,-17
4:18,2,58 - 38,-20
4:03,2,58 - 41,-17
3:47,2,60 - 41,-19
3:30,2,60 - 43,-17
3:09,2,62 - 43,-19
2:33,2,62 - 45,-17
2:14,2,64 - 45,-19
1:58,2,64 - 46,-18
1:36,2,66 - 46,-20
1:06,2,66 - 48,-18
0:42,2,69 - 48,-21
0:28,2,69 - 50,-19
0:05,2,70 - 50,-20
0:00,2,70 - 53,-17
0:00,2,70 - 53,-17
0:00,2,70 - 53,-17
12:00,3,70 - 53,-17
11:42,3,70 - 55,-15
11:10,3,72 - 55,-17
11:02,3,72 - 57,-15
11:02,3,72 - 58,-14
10:30,3,72 - 60,-12
9:38,3,72 - 62,-10
9:14,3,75 - 62,-13
9:05,3,75 - 64,-11
8:42,3,77 - 64,-13
8:24,3,77 - 67,-10
8:08,3,77 - 68,-9
8:08,3,77 - 69,-8
7:38,3,78 - 69,-9
7:23,3,78 - 71,-7
6:34,3,80 - 71,-9
5:42,3,82 - 71,-11
5:21,3,82 - 72,-10
5:21,3,82 - 73,-9
4:49,3,84 - 73,-11
4:12,3,86 - 73,-13
3:55,3,86 - 75,-11
3:43,3,87 - 75,-12
3:25,3,87 - 77,-10
2:21,3,87 - 78,-9
2:09,3,89 - 78,-11
1:51,3,89 - 80,-9
1:36,3,92 - 80,-12
0:37,3,92 - 82,-10
0:19,3,92 - 84,-8
0:00,3,92 - 84,-8
12:00,4,92 - 84,-8
11:22,4,92 - 86,-6
11:06,4,93 - 86,-7
10:51,4,93 - 88,-5
10:38,4,95 - 88,-7
10:20,4,95 - 90,-5
10:07,4,97 - 90,-7
9:53,4,97 - 92,-5
9:08,4,99 - 92,-7
8:22,4,100 - 92,-8
8:22,4,101 - 92,-9
8:10,4,101 - 94,-7
7:00,4,104 - 94,-10
6:42,4,104 - 96,-8
6:15,4,105 - 96,-9
6:15,4,106 - 96,-10
6:09,4,106 - 98,-8
5:32,4,106 - 100,-6
4:49,4,106 - 103,-3
4:06,4,106 - 105,-1
3:30,4,106 - 107,1
2:51,4,106 - 109,3
2:22,4,106 - 111,5
2:03,4,107 - 111,4
2:03,4,108 - 111,3
1:46,4,108 - 113,5
1:36,4,110 - 113,3
0:22,4,112 - 113,1
0:20,4,112 - 114,2
0:00,4,112 - 114,2
