PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:29,1,2 - 0,-2
10:59,1,4 - 0,-4
10:34,1,5 - 0,-5
10:01,1,5 - 2,-3
9:29,1,5 - 4,-1
9:04,1,7 - 4,-3
8:47,1,7 - 6,-1
8:16,1,7 - 9,2
7:57,1,9 - 9,TIE
7:42,1,9 - 11,2
7:08,1,9 - 13,4
6:21,1,11 - 13,2
5:38,1,14 - 13,-1
5:15,1,14 - 15,1
3:54,1,15 - 15,TIE
3:41,1,15 - 17,2
3:13,1,18 - 17,-1
3:02,1,18 - 19,1
2:38,1,20 - 19,-1
2:13,1,22 - 19,-3
2:13,1,23 - 19,-4
1:42,1,25 - 19,-6
1:25,1,25 - 22,-3
0:45,1,27 - 22,-5
0:11,1,30 - 22,-8
0:00,1,30 - 22,-8
12:00,2,30 - 22,-8
11:45,2,33 - 22,-11
11:32,2,33 - 24,-9
11:32,2,33 - 25,-8
11:16,2,35 - 25,-10
10:50,2,35 - 27,-8
10:12,2,35 - 29,-6
9:58,2,36 - 29,-7
9:58,2,37 - 29,-8
9:50,2,37 - 32,-5
9:40,2,39 - 32,-7
9:27,2,39 - 34,-5
9:06,2,39 - 36,-3
9:00,2,39 - 36,-3
8:44,2,41 - 36,-5
7:42,2,43 - 36,-7
7:25,2,43 - 38,-5
7:00,2,43 - 41,-2
6:38,2,43 - 43,TIE
5:09,2,45 - 43,-2
4:56,2,45 - 44,-1
4:56,2,45 - 45,TIE
4:31,2,45 - 47,2
3:42,2,45 - 49,4
3:21,2,45 - 51,6
3:05,2,47 - 51,4
2:45,2,47 - 53,6
2:02,2,50 - 53,3
1:49,2,50 - 54,4
1:49,2,50 - 55,5
1:27,2,50 - 56,6
1:27,2,50 - 57,7
0:44,2,50 - 59,9
0:00,2,52 - 59,7
0:00,2,52 - 59,7
12:00,3,52 - 59,7
11:46,3,54 - 59,5
10:53,3,54 - 62,8
10:13,3,56 - 62,6
9:10,3,58 - 62,4
7:40,3,60 - 62,2
6:42,3,61 - 62,1
6:26,3,61 - 64,3
6:26,3,61 - 65,4
5:59,3,63 - 65,2
5:44,3,65 - 65,TIE
5:27,3,65 - 67,2
5:27,3,65 - 68,3
5:01,3,65 - 70,5
4:42,3,65 - 73,8
3:44,3,65 - 76,11
3:13,3,65 - 78,13
3:13,3,65 - 78,13
3:03,3,67 - 78,11
2:28,3,67 - 80,13
2:13,3,68 - 80,12
1:36,3,70 - 80,10
1:36,3,71 - 80,9
1:06,3,72 - 80,8
1:06,3,73 - 80,7
0:58,3,73 - 81,8
0:58,3,73 - 82,9
0:39,3,75 - 82,7
0:00,3,75 - 82,7
12:00,4,75 - 82,7
11:47,4,75 - 84,9
11:18,4,75 - 87,12
11:00,4,75 - 90,15
10:25,4,77 - 90,13
10:06,4,77 - 91,14
10:06,4,77 - 92,15
10:06,4,77 - 93,16
9:20,4,78 - 93,15
9:20,4,79 - 93,14
8:04,4,82 - 93,11
7:46,4,82 - 95,13
7:39,4,84 - 95,11
6:57,4,84 - 97,13
5:53,4,84 - 99,15
5:28,4,86 - 99,13
5:28,4,87 - 99,12
4:47,4,89 - 99,10
4:24,4,90 - 99,9
3:44,4,92 - 99,7
3:31,4,92 - 102,10
2:14,4,92 - 103,11
1:49,4,92 - 106,14
1:17,4,92 - 108,16
1:17,4,92 - 109,17
1:15,4,95 - 109,14
0:55,4,95 - 111,16
0:41,4,97 - 111,14
0:23,4,97 - 114,17
0:00,4,97 - 114,17
