PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:54,1,0 - 2,2
10:05,1,0 - 4,4
9:34,1,0 - 6,6
9:24,1,1 - 6,5
9:24,1,2 - 6,4
9:16,1,2 - 7,5
8:58,1,2 - 9,7
8:32,1,2 - 11,9
7:35,1,2 - 12,10
7:04,1,4 - 12,8
6:41,1,6 - 12,6
6:19,1,6 - 14,8
6:05,1,6 - 16,10
5:47,1,9 - 16,7
5:26,1,9 - 19,10
5:00,1,11 - 19,8
4:30,1,11 - 21,10
3:51,1,14 - 21,7
3:29,1,14 - 22,8
3:11,1,14 - 24,10
2:54,1,16 - 24,8
2:14,1,16 - 26,10
2:04,1,18 - 26,8
0:59,1,21 - 26,5
0:45,1,21 - 28,7
0:29,1,21 - 30,9
0:05,1,23 - 30,7
0:00,1,23 - 32,9
0:00,1,23 - 32,9
12:00,2,23 - 32,9
11:43,2,23 - 34,11
11:31,2,25 - 34,9
10:55,2,25 - 36,11
10:38,2,27 - 36,9
10:05,2,27 - 38,11
9:43,2,29 - 38,9
9:30,2,29 - 40,11
9:10,2,31 - 40,9
8:53,2,31 - 41,10
8:34,2,31 - 43,12
8:19,2,33 - 43,10
8:08,2,33 - 44,11
8:01,2,36 - 44,8
7:42,2,36 - 46,10
7:18,2,38 - 46,8
7:02,2,38 - 48,10
6:14,2,38 - 51,13
5:56,2,39 - 51,12
5:19,2,41 - 51,10
5:11,2,41 - 53,12
5:01,2,42 - 53,11
5:01,2,43 - 53,10
4:45,2,43 - 55,12
4:19,2,45 - 55,10
4:19,2,46 - 55,9
3:47,2,48 - 55,7
3:32,2,51 - 55,4
2:59,2,53 - 55,2
1:46,2,55 - 55,TIE
1:28,2,55 - 57,2
1:14,2,57 - 57,TIE
1:05,2,58 - 57,-1
1:05,2,59 - 57,-2
0:49,2,59 - 59,TIE
0:33,2,60 - 59,-1
0:00,2,60 - 62,2
0:00,2,60 - 62,2
12:00,3,60 - 62,2
11:47,3,60 - 64,4
10:36,3,60 - 66,6
10:03,3,62 - 66,4
10:03,3,63 - 66,3
9:46,3,65 - 66,1
9:21,3,67 - 66,-1
8:58,3,67 - 68,1
7:57,3,67 - 70,3
7:20,3,69 - 70,1
6:33,3,72 - 70,-2
5:37,3,72 - 72,TIE
4:59,3,72 - 72,TIE
4:59,3,72 - 73,1
4:10,3,73 - 73,TIE
4:10,3,74 - 73,-1
3:50,3,77 - 73,-4
3:13,3,79 - 73,-6
2:47,3,79 - 75,-4
1:42,3,79 - 78,-1
1:09,3,79 - 79,TIE
1:09,3,79 - 80,1
0:44,3,79 - 82,3
0:00,3,79 - 82,3
12:00,4,79 - 82,3
11:16,4,79 - 84,5
10:58,4,80 - 84,4
10:58,4,81 - 84,3
10:26,4,81 - 86,5
9:10,4,83 - 86,3
9:10,4,84 - 86,2
8:52,4,84 - 88,4
8:39,4,85 - 88,3
8:39,4,86 - 88,2
8:26,4,86 - 91,5
8:11,4,88 - 91,3
7:33,4,89 - 91,2
7:33,4,90 - 91,1
7:17,4,90 - 92,2
7:17,4,90 - 93,3
6:54,4,93 - 93,TIE
6:15,4,94 - 93,-1
6:15,4,95 - 93,-2
5:49,4,96 - 93,-3
5:49,4,97 - 93,-4
5:12,4,99 - 93,-6
4:42,4,99 - 95,-4
4:42,4,99 - 96,-3
4:29,4,100 - 96,-4
4:29,4,101 - 96,-5
4:12,4,101 - 97,-4
3:09,4,104 - 97,-7
2:50,4,104 - 99,-5
2:23,4,104 - 101,-3
2:16,4,104 - 101,-3
2:16,4,105 - 101,-4
2:16,4,106 - 101,-5
1:55,4,106 - 103,-3
1:14,4,106 - 103,-3
1:14,4,106 - 104,-2
1:14,4,106 - 105,-1
1:00,4,108 - 105,-3
0:50,4,108 - 106,-2
0:38,4,110 - 106,-4
0:31,4,110 - 107,-3
0:31,4,110 - 108,-2
0:03,4,110 - 110,TIE
0:00,4,110 - 110,TIE
5:00,5,110 - 110,TIE
4:13,5,111 - 110,-1
3:38,5,113 - 110,-3
3:03,5,116 - 110,-6
2:12,5,116 - 112,-4
1:47,5,119 - 112,-7
0:55,5,119 - 114,-5
0:49,5,119 - 117,-2
0:43,5,120 - 117,-3
0:43,5,121 - 117,-4
0:28,5,121 - 119,-2
0:09,5,123 - 119,-4
0:05,5,123 - 122,-1
0:04,5,124 - 122,-2
0:04,5,125 - 122,-3
0:00,5,125 - 122,-3
