PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:41,1,3 - 0,-3
11:20,1,3 - 2,-1
10:57,1,5 - 2,-3
10:24,1,5 - 4,-1
9:12,1,5 - 6,1
8:21,1,6 - 6,TIE
8:21,1,7 - 6,-1
7:21,1,9 - 6,-3
5:51,1,12 - 6,-6
5:29,1,12 - 9,-3
5:13,1,14 - 9,-5
3:55,1,16 - 9,-7
2:42,1,17 - 9,-8
2:42,1,18 - 9,-9
2:29,1,18 - 11,-7
2:29,1,18 - 12,-6
2:12,1,18 - 12,-6
2:12,1,19 - 12,-7
2:12,1,20 - 12,-8
1:21,1,21 - 12,-9
1:10,1,21 - 13,-8
0:45,1,21 - 15,-6
0:10,1,21 - 17,-4
0:00,1,21 - 17,-4
12:00,2,21 - 17,-4
11:12,2,21 - 19,-2
11:00,2,23 - 19,-4
10:44,2,23 - 21,-2
10:14,2,23 - 23,TIE
9:57,2,24 - 23,-1
9:57,2,25 - 23,-2
9:09,2,25 - 25,TIE
8:46,2,25 - 27,2
7:41,2,28 - 27,-1
7:01,2,28 - 29,1
6:20,2,30 - 29,-1
5:56,2,30 - 32,2
5:42,2,33 - 32,-1
5:00,2,33 - 33,TIE
4:45,2,35 - 33,-2
4:09,2,35 - 34,-1
3:43,2,37 - 34,-3
3:16,2,39 - 34,-5
2:31,2,39 - 37,-2
1:53,2,42 - 37,-5
1:18,2,45 - 37,-8
0:50,2,45 - 40,-5
0:32,2,47 - 40,-7
0:13,2,47 - 40,-7
0:00,2,47 - 40,-7
12:00,3,47 - 40,-7
11:44,3,47 - 43,-4
11:05,3,47 - 46,-1
9:33,3,49 - 46,-3
9:14,3,52 - 46,-6
7:46,3,52 - 47,-5
7:46,3,52 - 48,-4
7:37,3,52 - 50,-2
7:17,3,54 - 50,-4
6:46,3,56 - 50,-6
6:19,3,56 - 52,-4
6:05,3,58 - 52,-6
5:37,3,61 - 52,-9
5:13,3,61 - 54,-7
4:55,3,64 - 54,-10
4:24,3,66 - 54,-12
4:05,3,66 - 55,-11
4:05,3,66 - 56,-10
3:40,3,66 - 59,-7
3:17,3,68 - 59,-9
2:59,3,68 - 60,-8
2:59,3,68 - 61,-7
2:48,3,70 - 61,-9
2:28,3,70 - 63,-7
2:09,3,70 - 65,-5
2:09,3,70 - 66,-4
1:47,3,70 - 69,-1
1:22,3,73 - 69,-4
0:09,3,73 - 72,-1
0:00,3,73 - 72,-1
12:00,4,73 - 72,-1
11:13,4,75 - 72,-3
10:46,4,78 - 72,-6
10:32,4,78 - 74,-4
9:02,4,78 - 76,-2
8:51,4,79 - 76,-3
8:51,4,80 - 76,-4
8:25,4,82 - 76,-6
8:11,4,82 - 78,-4
7:51,4,82 - 81,-1
7:16,4,84 - 81,-3
6:53,4,87 - 81,-6
6:45,4,87 - 81,-6
6:09,4,88 - 81,-7
6:09,4,89 - 81,-8
5:55,4,89 - 83,-6
5:18,4,89 - 85,-4
4:38,4,89 - 86,-3
4:01,4,89 - 89,TIE
3:41,4,91 - 89,-2
3:20,4,91 - 91,TIE
2:59,4,92 - 91,-1
2:24,4,94 - 91,-3
1:44,4,94 - 94,TIE
1:03,4,94 - 96,2
0:00,4,94 - 96,2
