PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:18,1,0 - 3,3
10:29,1,2 - 3,1
10:11,1,2 - 5,3
10:11,1,2 - 6,4
9:56,1,4 - 6,2
9:26,1,6 - 6,TIE
8:43,1,6 - 8,2
8:32,1,6 - 10,4
8:11,1,9 - 10,1
7:29,1,9 - 11,2
7:29,1,9 - 12,3
6:17,1,11 - 12,1
5:54,1,13 - 12,-1
5:34,1,13 - 15,2
5:12,1,15 - 15,TIE
4:32,1,15 - 17,2
4:06,1,17 - 17,TIE
3:35,1,17 - 19,2
3:28,1,19 - 19,TIE
3:28,1,20 - 19,-1
3:14,1,20 - 21,1
2:54,1,23 - 21,-2
1:47,1,25 - 21,-4
1:47,1,26 - 21,-5
1:34,1,26 - 23,-3
1:16,1,28 - 23,-5
1:00,1,28 - 25,-3
0:49,1,30 - 25,-5
0:21,1,33 - 25,-8
0:00,1,33 - 25,-8
0:00,1,33 - 25,-8
12:00,2,33 - 25,-8
11:35,2,33 - 27,-6
11:18,2,36 - 27,-9
10:51,2,37 - 27,-10
10:51,2,38 - 27,-11
10:32,2,38 - 29,-9
10:02,2,41 - 29,-12
9:44,2,41 - 31,-10
8:09,2,43 - 31,-12
7:44,2,45 - 31,-14
7:05,2,45 - 33,-12
6:51,2,47 - 33,-14
6:26,2,49 - 33,-16
6:09,2,49 - 35,-14
4:54,2,49 - 37,-12
4:41,2,52 - 37,-15
3:51,2,52 - 39,-13
3:30,2,52 - 41,-11
3:15,2,52 - 43,-9
2:55,2,53 - 43,-10
2:55,2,54 - 43,-11
2:33,2,54 - 45,-9
2:20,2,56 - 45,-11
1:57,2,57 - 45,-12
1:41,2,57 - 47,-10
1:24,2,59 - 47,-12
1:09,2,60 - 47,-13
0:44,2,62 - 47,-15
0:00,2,62 - 49,-13
0:00,2,62 - 49,-13
12:00,3,62 - 49,-13
11:07,3,62 - 51,-11
10:13,3,64 - 51,-13
8:44,3,64 - 53,-11
8:25,3,67 - 53,-14
8:13,3,67 - 55,-12
6:46,3,69 - 55,-14
6:46,3,70 - 55,-15
6:29,3,70 - 57,-13
6:13,3,72 - 57,-15
5:36,3,75 - 57,-18
5:12,3,75 - 59,-16
4:53,3,75 - 61,-14
4:37,3,76 - 61,-15
4:37,3,77 - 61,-16
3:44,3,77 - 63,-14
3:21,3,80 - 63,-17
2:45,3,80 - 65,-15
2:30,3,81 - 65,-16
2:30,3,82 - 65,-17
1:43,3,83 - 65,-18
1:43,3,84 - 65,-19
1:26,3,84 - 67,-17
0:50,3,84 - 69,-15
0:12,3,84 - 72,-12
0:00,3,84 - 72,-12
12:00,4,84 - 72,-12
11:27,4,84 - 74,-10
10:39,4,87 - 74,-13
10:02,4,90 - 74,-16
9:49,4,90 - 76,-14
9:49,4,90 - 77,-13
9:24,4,90 - 80,-10
8:44,4,90 - 82,-8
7:32,4,90 - 83,-7
7:32,4,90 - 84,-6
7:21,4,92 - 84,-8
7:04,4,92 - 86,-6
6:33,4,92 - 89,-3
6:13,4,94 - 89,-5
5:56,4,94 - 90,-4
5:56,4,94 - 91,-3
5:22,4,94 - 93,-1
4:04,4,94 - 94,TIE
3:42,4,96 - 94,-2
3:40,4,96 - 94,-2
3:26,4,96 - 96,TIE
3:26,4,96 - 97,1
2:33,4,99 - 97,-2
2:14,4,99 - 99,TIE
1:34,4,99 - 102,3
1:10,4,99 - 104,5
0:32,4,101 - 104,3
0:11,4,101 - 105,4
0:11,4,101 - 106,5
0:03,4,101 - 107,6
0:03,4,101 - 108,7
0:00,4,101 - 108,7
