PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
10:20,1,0 - 2,2
9:38,1,3 - 2,-1
9:22,1,3 - 3,TIE
9:22,1,3 - 4,1
9:03,1,5 - 4,-1
8:23,1,6 - 4,-2
8:10,1,6 - 6,TIE
7:44,1,8 - 6,-2
7:01,1,11 - 6,-5
6:43,1,11 - 8,-3
6:03,1,11 - 9,-2
4:38,1,11 - 11,TIE
4:18,1,14 - 11,-3
4:03,1,14 - 14,TIE
3:42,1,16 - 14,-2
3:19,1,18 - 14,-4
2:54,1,18 - 16,-2
2:41,1,20 - 16,-4
2:34,1,20 - 18,-2
2:22,1,22 - 18,-4
1:45,1,22 - 19,-3
1:45,1,22 - 20,-2
0:47,1,23 - 20,-3
0:47,1,24 - 20,-4
0:36,1,24 - 22,-2
0:28,1,26 - 22,-4
0:02,1,26 - 25,-1
0:00,1,26 - 25,-1
12:00,2,26 - 25,-1
11:33,2,28 - 25,-3
10:30,2,30 - 25,-5
10:04,2,30 - 28,-2
9:51,2,32 - 28,-4
9:18,2,35 - 28,-7
9:00,2,35 - 31,-4
8:36,2,38 - 31,-7
8:15,2,38 - 33,-5
7:43,2,38 - 35,-3
7:19,2,38 - 37,-1
6:26,2,41 - 37,-4
6:14,2,41 - 39,-2
5:39,2,43 - 39,-4
4:23,2,43 - 42,-1
3:57,2,45 - 42,-3
3:30,2,48 - 42,-6
3:12,2,48 - 45,-3
2:30,2,50 - 45,-5
2:18,2,50 - 47,-3
1:51,2,52 - 47,-5
1:25,2,52 - 50,-2
1:13,2,54 - 50,-4
1:00,2,54 - 52,-2
1:00,2,54 - 53,-1
0:42,2,57 - 53,-4
0:38,2,57 - 54,-3
0:38,2,57 - 55,-2
0:34,2,59 - 55,-4
0:07,2,59 - 57,-2
0:04,2,59 - 59,TIE
0:00,2,59 - 59,TIE
12:00,3,59 - 59,TIE
11:44,3,59 - 61,2
10:59,3,62 - 61,-1
10:46,3,62 - 63,1
10:03,3,64 - 63,-1
9:31,3,64 - 65,1
9:11,3,66 - 65,-1
8:24,3,66 - 67,1
8:24,3,66 - 68,2
7:31,3,66 - 69,3
5:54,3,66 - 72,6
5:40,3,68 - 72,4
5:26,3,68 - 73,5
5:26,3,68 - 74,6
5:00,3,71 - 74,3
4:12,3,74 - 74,TIE
3:41,3,76 - 74,-2
2:42,3,76 - 76,TIE
2:25,3,76 - 77,1
2:25,3,76 - 78,2
1:53,3,76 - 80,4
1:17,3,76 - 82,6
0:45,3,78 - 82,4
0:00,3,78 - 82,4
12:00,4,78 - 82,4
11:38,4,80 - 82,2
11:38,4,81 - 82,1
10:47,4,84 - 82,-2
10:33,4,84 - 83,-1
10:33,4,84 - 84,TIE
10:18,4,86 - 84,-2
9:39,4,89 - 84,-5
9:20,4,89 - 86,-3
8:57,4,89 - 87,-2
8:29,4,92 - 87,-5
6:27,4,92 - 89,-3
5:31,4,94 - 89,-5
4:54,4,94 - 90,-4
4:54,4,94 - 91,-3
3:57,4,97 - 91,-6
3:41,4,97 - 93,-4
0:49,4,97 - 93,-4
0:14,4,98 - 93,-5
0:14,4,99 - 93,-6
0:07,4,101 - 93,-8
0:00,4,101 - 93,-8
