PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:06,1,0 - 2,2
10:49,1,1 - 2,1
10:27,1,3 - 2,-1
9:47,1,3 - 4,1
9:07,1,5 - 4,-1
8:50,1,5 - 7,2
8:30,1,7 - 7,TIE
8:13,1,7 - 9,2
7:53,1,7 - 11,4
7:34,1,9 - 11,2
7:23,1,9 - 13,4
6:45,1,9 - 15,6
5:46,1,11 - 15,4
5:19,1,11 - 17,6
4:53,1,14 - 17,3
4:05,1,15 - 17,2
4:05,1,16 - 17,1
3:26,1,18 - 17,-1
2:35,1,18 - 19,1
2:07,1,18 - 22,4
1:51,1,20 - 22,2
1:11,1,21 - 22,1
1:11,1,22 - 22,TIE
0:54,1,24 - 22,-2
0:40,1,24 - 23,-1
0:00,1,24 - 23,-1
12:00,2,24 - 23,-1
11:13,2,25 - 23,-2
11:13,2,26 - 23,-3
11:00,2,26 - 25,-1
10:23,2,26 - 27,1
9:29,2,26 - 30,4
9:11,2,29 - 30,1
8:44,2,30 - 30,TIE
7:02,2,30 - 32,2
7:02,2,30 - 33,3
6:13,2,32 - 33,1
6:13,2,33 - 33,TIE
5:53,2,33 - 34,1
5:34,2,35 - 34,-1
5:13,2,35 - 36,1
4:42,2,37 - 36,-1
4:24,2,39 - 36,-3
3:49,2,39 - 39,TIE
2:57,2,39 - 40,1
2:45,2,39 - 41,2
2:13,2,39 - 43,4
2:13,2,39 - 44,5
1:53,2,41 - 44,3
1:45,2,41 - 46,5
1:13,2,41 - 48,7
1:00,2,41 - 48,7
1:00,2,41 - 49,8
1:00,2,42 - 49,7
1:00,2,43 - 49,6
0:47,2,43 - 51,8
0:45,2,43 - 52,9
0:45,2,43 - 53,10
0:23,2,45 - 53,8
0:23,2,45 - 54,9
0:04,2,45 - 56,11
0:00,2,45 - 56,11
12:00,3,45 - 56,11
11:45,3,47 - 56,9
11:28,3,47 - 57,10
11:28,3,47 - 58,11
11:09,3,49 - 58,9
10:13,3,51 - 58,7
10:04,3,51 - 59,8
10:04,3,51 - 60,9
9:53,3,53 - 60,7
9:38,3,53 - 62,9
9:13,3,53 - 65,12
9:00,3,54 - 65,11
9:00,3,55 - 65,10
8:39,3,55 - 67,12
8:24,3,57 - 67,10
8:07,3,57 - 68,11
7:56,3,60 - 68,8
7:19,3,62 - 68,6
7:01,3,62 - 70,8
6:51,3,64 - 70,6
6:51,3,64 - 70,6
6:22,3,66 - 70,4
5:55,3,66 - 72,6
5:47,3,66 - 72,6
5:47,3,67 - 72,5
5:47,3,68 - 72,4
5:37,3,68 - 74,6
5:17,3,70 - 74,4
5:00,3,70 - 76,6
4:02,3,72 - 76,4
3:08,3,72 - 79,7
1:54,3,75 - 79,4
1:35,3,75 - 80,5
1:35,3,75 - 81,6
0:57,3,75 - 84,9
0:30,3,75 - 85,10
0:02,3,77 - 85,8
0:00,3,77 - 85,8
12:00,4,77 - 85,8
11:28,4,77 - 87,10
11:09,4,80 - 87,7
10:42,4,83 - 87,4
10:11,4,83 - 89,6
9:52,4,86 - 89,3
9:39,4,86 - 90,4
9:08,4,87 - 90,3
9:08,4,88 - 90,2
8:52,4,88 - 92,4
8:03,4,88 - 94,6
7:44,4,90 - 94,4
7:06,4,92 - 94,2
6:55,4,92 - 95,3
6:55,4,92 - 96,4
6:29,4,92 - 99,7
6:19,4,93 - 99,6
6:19,4,94 - 99,5
6:06,4,94 - 101,7
5:44,4,94 - 103,9
5:20,4,94 - 103,9
5:20,4,94 - 104,10
5:20,4,94 - 105,11
4:56,4,95 - 105,10
4:16,4,96 - 105,9
4:16,4,97 - 105,8
4:08,4,97 - 107,10
3:57,4,99 - 107,8
3:27,4,102 - 107,5
3:04,4,102 - 108,6
3:04,4,102 - 109,7
2:48,4,104 - 109,5
2:25,4,104 - 111,7
2:00,4,104 - 112,8
2:00,4,104 - 113,9
0:50,4,104 - 116,12
0:45,4,105 - 116,11
0:19,4,108 - 116,8
0:00,4,108 - 116,8
