PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:01,1,0 - 2,2
10:45,1,2 - 2,TIE
10:25,1,2 - 4,2
8:57,1,2 - 6,4
8:11,1,2 - 8,6
8:02,1,4 - 8,4
7:50,1,4 - 10,6
7:36,1,4 - 11,7
7:08,1,4 - 13,9
5:57,1,4 - 15,11
5:33,1,4 - 17,13
4:40,1,4 - 20,16
4:01,1,6 - 20,14
4:01,1,7 - 20,13
3:20,1,7 - 23,16
2:52,1,9 - 23,14
2:34,1,9 - 24,15
2:27,1,11 - 24,13
2:07,1,11 - 26,15
1:47,1,13 - 26,13
1:38,1,13 - 27,14
1:38,1,13 - 28,15
1:08,1,13 - 30,17
0:55,1,15 - 30,15
0:43,1,15 - 32,17
0:20,1,18 - 32,14
0:00,1,18 - 32,14
12:00,2,18 - 32,14
11:49,2,18 - 33,15
11:49,2,18 - 34,16
11:07,2,18 - 36,18
10:41,2,20 - 36,16
10:26,2,20 - 38,18
10:15,2,22 - 38,16
9:57,2,22 - 39,17
9:14,2,22 - 42,20
8:47,2,24 - 42,18
8:37,2,24 - 45,21
8:10,2,27 - 45,18
7:36,2,28 - 45,17
7:36,2,29 - 45,16
7:15,2,31 - 45,14
6:53,2,31 - 47,16
6:44,2,32 - 47,15
6:44,2,33 - 47,14
6:33,2,33 - 49,16
6:14,2,33 - 51,18
5:59,2,35 - 51,16
5:14,2,36 - 51,15
5:14,2,37 - 51,14
5:01,2,37 - 54,17
4:40,2,39 - 54,15
4:20,2,39 - 56,17
3:51,2,39 - 58,19
3:14,2,41 - 58,17
3:14,2,42 - 58,16
2:39,2,42 - 60,18
2:16,2,42 - 62,20
1:10,2,42 - 64,22
0:34,2,42 - 66,24
0:00,2,42 - 69,27
0:00,2,42 - 69,27
0:00,2,42 - 69,27
12:00,3,42 - 69,27
11:41,3,42 - 71,29
11:24,3,45 - 71,26
10:12,3,47 - 71,24
9:46,3,47 - 73,26
9:19,3,47 - 75,28
8:57,3,47 - 78,31
8:16,3,47 - 80,33
8:07,3,49 - 80,31
7:21,3,49 - 82,33
7:01,3,52 - 82,30
6:47,3,52 - 82,30
6:47,3,52 - 83,31
6:47,3,52 - 84,32
6:12,3,52 - 86,34
5:52,3,55 - 86,31
5:28,3,55 - 88,33
4:38,3,55 - 91,36
4:12,3,55 - 94,39
3:09,3,55 - 96,41
2:57,3,57 - 96,39
2:22,3,59 - 96,37
2:00,3,59 - 98,39
1:44,3,62 - 98,36
0:57,3,62 - 99,37
0:57,3,62 - 100,38
0:28,3,64 - 100,36
0:28,3,65 - 100,35
0:06,3,65 - 102,37
0:04,3,66 - 102,36
0:04,3,67 - 102,35
0:00,3,67 - 102,35
12:00,4,67 - 102,35
11:40,4,69 - 102,33
11:40,4,70 - 102,32
11:22,4,70 - 104,34
11:11,4,73 - 104,31
10:32,4,73 - 105,32
10:32,4,73 - 106,33
10:21,4,76 - 106,30
10:21,4,76 - 106,30
10:01,4,76 - 108,32
9:44,4,78 - 108,30
9:19,4,78 - 111,33
8:50,4,78 - 113,35
8:07,4,81 - 113,32
7:48,4,81 - 115,34
6:59,4,83 - 115,32
6:35,4,83 - 117,34
5:45,4,85 - 117,32
5:24,4,85 - 119,34
3:54,4,87 - 119,32
3:28,4,87 - 121,34
3:14,4,90 - 121,31
2:01,4,90 - 123,33
1:33,4,90 - 125,35
1:16,4,93 - 125,32
0:57,4,93 - 127,34
0:40,4,96 - 127,31
0:05,4,99 - 127,28
0:00,4,99 - 127,28
