PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:42,1,2 - 0,-2
11:01,1,2 - 3,1
10:36,1,2 - 5,3
10:17,1,2 - 8,6
10:02,1,5 - 8,3
9:48,1,5 - 11,6
9:33,1,8 - 11,3
9:00,1,8 - 13,5
8:49,1,10 - 13,3
8:39,1,10 - 16,6
8:03,1,10 - 18,8
7:40,1,12 - 18,6
7:15,1,12 - 21,9
6:41,1,14 - 21,7
6:41,1,15 - 21,6
6:27,1,15 - 24,9
6:08,1,17 - 24,7
5:51,1,17 - 27,10
5:37,1,19 - 27,8
5:17,1,21 - 27,6
5:02,1,21 - 29,8
3:44,1,22 - 29,7
3:44,1,23 - 29,6
3:16,1,25 - 29,4
2:26,1,25 - 31,6
2:06,1,27 - 31,4
1:14,1,27 - 33,6
0:48,1,27 - 35,8
0:41,1,29 - 35,6
0:00,1,29 - 35,6
12:00,2,29 - 35,6
11:35,2,29 - 38,9
11:16,2,29 - 40,11
10:59,2,31 - 40,9
10:19,2,31 - 42,11
9:50,2,33 - 42,9
9:48,2,33 - 43,10
9:48,2,33 - 44,11
9:12,2,33 - 45,12
8:29,2,33 - 47,14
7:52,2,33 - 49,16
7:20,2,34 - 49,15
7:20,2,35 - 49,14
6:56,2,35 - 51,16
6:08,2,38 - 51,13
5:58,2,38 - 53,15
5:38,2,40 - 53,13
5:26,2,41 - 53,12
5:07,2,41 - 55,14
4:59,2,44 - 55,11
3:53,2,46 - 55,9
3:53,2,47 - 55,8
3:34,2,47 - 57,10
3:00,2,47 - 58,11
2:26,2,47 - 60,13
2:12,2,49 - 60,11
1:55,2,49 - 61,12
1:53,2,50 - 61,11
1:53,2,51 - 61,10
1:18,2,51 - 62,11
0:36,2,54 - 62,8
0:08,2,56 - 62,6
0:00,2,56 - 62,6
12:00,3,56 - 62,6
11:29,3,56 - 63,7
11:11,3,58 - 63,5
10:31,3,58 - 65,7
10:03,3,60 - 65,5
9:39,3,62 - 65,3
9:08,3,64 - 65,1
8:47,3,64 - 67,3
8:11,3,65 - 67,2
8:02,3,65 - 70,5
7:50,3,67 - 70,3
7:30,3,67 - 72,5
7:14,3,69 - 72,3
6:41,3,71 - 72,1
6:23,3,71 - 74,3
5:14,3,71 - 76,5
4:10,3,73 - 76,3
3:18,3,73 - 77,4
3:18,3,73 - 78,5
3:02,3,74 - 78,4
3:02,3,75 - 78,3
2:17,3,77 - 78,1
1:56,3,79 - 78,-1
0:50,3,81 - 78,-3
0:03,3,82 - 78,-4
0:00,3,82 - 78,-4
12:00,4,82 - 78,-4
11:43,4,82 - 80,-2
10:36,4,82 - 81,-1
9:12,4,84 - 81,-3
8:54,4,84 - 83,-1
8:35,4,86 - 83,-3
8:17,4,87 - 83,-4
8:17,4,88 - 83,-5
7:13,4,88 - 85,-3
6:05,4,88 - 88,TIE
5:32,4,88 - 91,3
4:39,4,88 - 93,5
4:12,4,88 - 96,8
3:53,4,91 - 96,5
3:07,4,93 - 96,3
2:44,4,93 - 99,6
2:22,4,94 - 99,5
2:10,4,94 - 102,8
1:55,4,96 - 102,6
1:34,4,96 - 105,9
1:26,4,98 - 105,7
0:49,4,98 - 105,7
0:00,4,98 - 105,7
