PCTIMESTRING,PERIOD,SCORE,SCOREMARGIN
11:41,1,2 - 0,-2
11:19,1,2 - 2,TIE
9:58,1,4 - 2,-2
9:29,1,5 - 2,-3
9:29,1,6 - 2,-4
9:09,1,6 - 4,-2
8:33,1,6 - 6,TIE
7:44,1,9 - 6,-3
7:26,1,9 - 8,-1
7:11,1,12 - 8,-4
6:58,1,12 - 10,-2
6:58,1,12 - 11,-1
6:37,1,14 - 11,-3
6:23,1,14 - 13,-1
6:00,1,16 - 13,-3
5:49,1,16 - 15,-1
5:49,1,16 - 16,TIE
5:02,1,18 - 16,-2
4:16,1,18 - 18,TIE
3:26,1,18 - 19,1
3:26,1,18 - 20,2
2:52,1,18 - 22,4
2:30,1,20 - 22,2
2:08,1,20 - 23,3
2:08,1,20 - 24,4
1:11,1,20 - 27,7
0:58,1,22 - 27,5
0:00,1,22 - 27,5
12:00,2,22 - 27,5
11:48,2,22 - 29,7
11:17,2,22 - 32,10
11:02,2,24 - 32,8
10:35,2,24 - 34,10
9:53,2,26 - 34,8
9:35,2,26 - 36,10
8:57,2,29 - 36,7
8:40,2,29 - 39,10
8:25,2,30 - 39,9
8:25,2,31 - 39,8
8:12,2,31 - 41,10
8:12,2,31 - 42,11
8:02,2,33 - 42,9
7:07,2,33 - 45,12
6:44,2,35 - 45,10
6:30,2,35 - 47,12
6:08,2,37 - 47,10
5:46,2,37 - 49,12
4:45,2,37 - 51,14
4:01,2,39 - 51,12
3:41,2,39 - 53,14
3:23,2,39 - 55,16
3:23,2,39 - 56,17
3:06,2,41 - 56,15
3:06,2,42 - 56,14
2:37,2,45 - 56,11
2:07,2,47 - 56,9
1:43,2,47 - 58,11
1:10,2,47 - 59,12
1:10,2,47 - 60,13
0:52,2,49 - 60,11
0:13,2,49 - 62,13
0:00,2,49 - 62,13
0:00,2,49 - 62,13
12:00,3,49 - 62,13
11:16,3,51 - 62,11
10:57,3,51 - 64,13
10:30,3,53 - 64,11
10:04,3,53 - 66,13
9:50,3,53 - 68,15
9:38,3,54 - 68,14
9:38,3,55 - 68,13
9:17,3,55 - 70,15
8:59,3,57 - 70,13
8:40,3,57 - 72,15
8:26,3,59 - 72,13
7:59,3,61 - 72,11
7:44,3,61 - 73,12
7:44,3,61 - 74,13
7:15,3,61 - 75,14
7:15,3,61 - 76,15
7:00,3,63 - 76,13
7:00,3,64 - 76,12
6:26,3,66 - 76,10
5:47,3,66 - 77,11
5:08,3,67 - 77,10
5:00,3,67 - 79,12
4:49,3,69 - 79,10
4:04,3,71 - 79,8
3:24,3,71 - 82,11
3:10,3,73 - 82,9
2:33,3,73 - 84,11
2:18,3,75 - 84,9
2:18,3,76 - 84,8
1:50,3,76 - 86,10
1:50,3,76 - 87,11
1:32,3,78 - 87,9
0:58,3,80 - 87,7
0:31,3,82 - 87,5
0:00,3,82 - 87,5
12:00,4,82 - 87,5
11:43,4,84 - 87,3
11:29,4,84 - 88,4
11:29,4,84 - 89,5
10:52,4,86 - 89,3
10:22,4,86 - 91,5
10:22,4,86 - 92,6
10:00,4,89 - 92,3
9:44,4,89 - 93,4
9:44,4,89 - 94,5
9:23,4,92 - 94,2
9:05,4,94 - 94,TIE
8:49,4,94 - 96,2
8:27,4,96 - 96,TIE
8:27,4,97 - 96,-1
8:16,4,97 - 99,2
7:58,4,100 - 99,-1
7:23,4,102 - 99,-3
6:50,4,104 - 99,-5
6:33,4,104 - 101,-3
5:59,4,106 - 101,-5
5:17,4,106 - 103,-3
4:55,4,108 - 103,-5
4:40,4,108 - 105,-3
4:26,4,110 - 105,-5
4:09,4,110 - 107,-3
3:42,4,110 - 109,-1
3:12,4,110 - 111,1
2:41,4,110 - 114,4
2:18,4,112 - 114,2
1:56,4,114 - 114,TIE
0:59,4,114 - 114,TIE
0:40,4,117 - 114,-3
0:21,4,117 - 117,TIE
0:00,4,117 - 117,TIE
5:00,5,117 - 117,TIE
4:50,5,117 - 120,3
4:11,5,117 - 122,5
3:52,5,119 - 122,3
3:35,5,119 - 124,5
3:14,5,122 - 124,2
2:54,5,122 - 126,4
2:33,5,124 - 126,2
2:14,5,124 - 128,4
2:14,5,124 - 129,5
1:52,5,126 - 129,3
1:33,5,126 - 132,6
1:08,5,126 - 135,9
0:24,5,128 - 135,7
0:22,5,128 - 136,8
0:22,5,128 - 137,9
0:00,5,128 - 137,9
